regulation_up_ba,stage_id,timepoint,regulation_up_mw
CAISO,1,20232405,141
CAISO,1,20232406,150
CAISO,1,20232407,157
CAISO,1,20232408,445
CAISO,1,20232409,470
CAISO,1,20232410,494
CAISO,1,20232411,429
CAISO,1,20232412,425
CAISO,1,20232413,442
CAISO,1,20232414,583
CAISO,1,20232415,821
CAISO,1,20232416,860
CAISO,1,20232417,846
CAISO,1,20232418,513
CAISO,1,20232419,184
CAISO,1,20232420,179
CAISO,1,20232421,173
CAISO,1,20232422,162
CAISO,1,20232423,151
CAISO,1,20232424,143
CAISO,1,20232501,225
CAISO,1,20232502,211
CAISO,1,20232503,183
CAISO,1,20232504,176
CAISO,1,20232505,167
CAISO,1,20232506,172
CAISO,1,20232507,178
CAISO,1,20232508,446
CAISO,1,20232509,474
CAISO,1,20232510,491
CAISO,1,20232511,424
CAISO,1,20232512,419
CAISO,1,20232513,434
CAISO,1,20232514,576
CAISO,1,20232515,816
CAISO,1,20232516,856
CAISO,1,20232517,842
CAISO,1,20232518,508
CAISO,1,20232519,175
CAISO,1,20232520,172
CAISO,1,20232521,169
CAISO,1,20232522,164
CAISO,1,20232523,156
CAISO,1,20232524,148
CAISO,1,20232601,177
CAISO,1,20232602,172
CAISO,1,20232603,170
CAISO,1,20232604,168
CAISO,1,20232605,168
CAISO,1,20232606,169
CAISO,1,20232607,172
CAISO,1,20232608,209
CAISO,1,20232609,580
CAISO,1,20232610,606
CAISO,1,20232611,637
CAISO,1,20232612,600
CAISO,1,20232613,493
CAISO,1,20232614,691
CAISO,1,20232615,839
CAISO,1,20232616,865
CAISO,1,20232617,829
CAISO,1,20232618,209
CAISO,1,20232619,172
CAISO,1,20232620,170
CAISO,1,20232621,169
CAISO,1,20232622,169
CAISO,1,20232623,162
CAISO,1,20232624,154
CAISO,1,20232701,182
CAISO,1,20232702,172
CAISO,1,20232703,169
CAISO,1,20232704,168
CAISO,1,20232705,170
CAISO,1,20232706,175
CAISO,1,20232707,167
CAISO,1,20232708,209
CAISO,1,20232709,585
CAISO,1,20232710,610
CAISO,1,20232711,680
CAISO,1,20232712,598
CAISO,1,20232713,603
CAISO,1,20232714,759
CAISO,1,20232715,848
CAISO,1,20232716,874
CAISO,1,20232717,837
CAISO,1,20232718,236
CAISO,1,20232719,205
CAISO,1,20232720,203
CAISO,1,20232721,200
CAISO,1,20232722,198
CAISO,1,20232723,188
CAISO,1,20232724,180
CAISO,1,20232801,141
CAISO,1,20232802,136
CAISO,1,20232803,133
CAISO,1,20232804,144
CAISO,1,20232805,165
CAISO,1,20232806,170
CAISO,1,20232807,179
CAISO,1,20232808,219
CAISO,1,20232809,586
CAISO,1,20232810,609
CAISO,1,20232811,680
CAISO,1,20232812,596
CAISO,1,20232813,595
CAISO,1,20232814,753
CAISO,1,20232815,843
CAISO,1,20232816,869
CAISO,1,20232817,832
CAISO,1,20232818,214
CAISO,1,20232819,178
CAISO,1,20232820,175
CAISO,1,20232821,171
CAISO,1,20232822,167
CAISO,1,20232823,156
CAISO,1,20232824,147
CAISO,1,20232901,223
CAISO,1,20232902,221
CAISO,1,20232903,220
CAISO,1,20232904,209
CAISO,1,20232905,213
CAISO,1,20232906,232
CAISO,1,20232907,466
CAISO,1,20232908,704
CAISO,1,20232909,721
CAISO,1,20232910,674
CAISO,1,20232911,632
CAISO,1,20232912,704
CAISO,1,20232913,635
CAISO,1,20232914,621
CAISO,1,20232915,909
CAISO,1,20232916,721
CAISO,1,20232917,855
CAISO,1,20232918,740
CAISO,1,20232919,246
CAISO,1,20232920,200
CAISO,1,20232921,197
CAISO,1,20232922,189
CAISO,1,20232923,181
CAISO,1,20232924,175
CAISO,1,20233001,180
CAISO,1,20233002,171
CAISO,1,20233003,170
CAISO,1,20233004,165
CAISO,1,20233005,167
CAISO,1,20233006,168
CAISO,1,20233007,425
CAISO,1,20233008,651
CAISO,1,20233009,571
CAISO,1,20233010,655
CAISO,1,20233011,612
CAISO,1,20233012,687
CAISO,1,20233013,618
CAISO,1,20233014,603
CAISO,1,20233015,897
CAISO,1,20233016,706
CAISO,1,20233017,842
CAISO,1,20233018,727
CAISO,1,20233019,207
CAISO,1,20233020,159
CAISO,1,20233021,159
CAISO,1,20233022,154
CAISO,1,20233023,147
CAISO,1,20233024,140
CAISO,1,20233101,173
CAISO,1,20233102,167
CAISO,1,20233103,164
CAISO,1,20233104,146
CAISO,1,20233105,140
CAISO,1,20233106,148
CAISO,1,20233107,428
CAISO,1,20233108,655
CAISO,1,20233109,576
CAISO,1,20233110,660
CAISO,1,20233111,617
CAISO,1,20233112,691
CAISO,1,20233113,623
CAISO,1,20233114,609
CAISO,1,20233115,902
CAISO,1,20233116,717
CAISO,1,20233117,851
CAISO,1,20233118,739
CAISO,1,20233119,250
CAISO,1,20233120,231
CAISO,1,20233121,211
CAISO,1,20233122,194
CAISO,1,20233123,187
CAISO,1,20233124,172
CAISO,1,20233201,225
CAISO,1,20233202,223
CAISO,1,20233203,210
CAISO,1,20233204,210
CAISO,1,20233205,192
CAISO,1,20233206,198
CAISO,1,20233207,444
CAISO,1,20233208,692
CAISO,1,20233209,718
CAISO,1,20233210,670
CAISO,1,20233211,631
CAISO,1,20233212,704
CAISO,1,20233213,647
CAISO,1,20233214,635
CAISO,1,20233215,1021
CAISO,1,20233216,829
CAISO,1,20233217,900
CAISO,1,20233218,751
CAISO,1,20233219,276
CAISO,1,20233220,203
CAISO,1,20233221,202
CAISO,1,20233222,183
CAISO,1,20233223,175
CAISO,1,20233224,160
CAISO,1,20233301,155
CAISO,1,20233302,162
CAISO,1,20233303,161
CAISO,1,20233304,176
CAISO,1,20233305,193
CAISO,1,20233306,193
CAISO,1,20233307,458
CAISO,1,20233308,665
CAISO,1,20233309,587
CAISO,1,20233310,666
CAISO,1,20233311,624
CAISO,1,20233312,700
CAISO,1,20233313,634
CAISO,1,20233314,619
CAISO,1,20233315,901
CAISO,1,20233316,710
CAISO,1,20233317,846
CAISO,1,20233318,730
CAISO,1,20233319,217
CAISO,1,20233320,173
CAISO,1,20233321,174
CAISO,1,20233322,169
CAISO,1,20233323,162
CAISO,1,20233324,157
CAISO,1,20233401,155
CAISO,1,20233402,162
CAISO,1,20233403,161
CAISO,1,20233404,176
CAISO,1,20233405,193
CAISO,1,20233406,193
CAISO,1,20233407,458
CAISO,1,20233408,665
CAISO,1,20233409,587
CAISO,1,20233410,666
CAISO,1,20233411,624
CAISO,1,20233412,700
CAISO,1,20233413,634
CAISO,1,20233414,619
CAISO,1,20233415,901
CAISO,1,20233416,710
CAISO,1,20233417,846
CAISO,1,20233418,730
CAISO,1,20233419,217
CAISO,1,20233420,173
CAISO,1,20233421,174
CAISO,1,20233422,169
CAISO,1,20233423,162
CAISO,1,20233424,157
CAISO,1,20233501,178
CAISO,1,20233502,174
CAISO,1,20233503,172
CAISO,1,20233504,155
CAISO,1,20233505,148
CAISO,1,20233506,349
CAISO,1,20233507,438
CAISO,1,20233508,367
CAISO,1,20233509,364
CAISO,1,20233510,394
CAISO,1,20233511,419
CAISO,1,20233512,472
CAISO,1,20233513,522
CAISO,1,20233514,416
CAISO,1,20233515,487
CAISO,1,20233516,438
CAISO,1,20233517,445
CAISO,1,20233518,471
CAISO,1,20233519,281
CAISO,1,20233520,234
CAISO,1,20233521,232
CAISO,1,20233522,221
CAISO,1,20233523,201
CAISO,1,20233524,193
CAISO,1,20233601,188
CAISO,1,20233602,175
CAISO,1,20233603,174
CAISO,1,20233604,174
CAISO,1,20233605,179
CAISO,1,20233606,184
CAISO,1,20233607,230
CAISO,1,20233608,309
CAISO,1,20233609,366
CAISO,1,20233610,396
CAISO,1,20233611,422
CAISO,1,20233612,474
CAISO,1,20233613,524
CAISO,1,20233614,416
CAISO,1,20233615,480
CAISO,1,20233616,429
CAISO,1,20233617,444
CAISO,1,20233618,731
CAISO,1,20233619,361
CAISO,1,20233620,230
CAISO,1,20233621,225
CAISO,1,20233622,209
CAISO,1,20233623,195
CAISO,1,20233624,187
CAISO,1,20233701,137
CAISO,1,20233702,134
CAISO,1,20233703,134
CAISO,1,20233704,146
CAISO,1,20233705,171
CAISO,1,20233706,184
CAISO,1,20233707,188
CAISO,1,20233708,896
CAISO,1,20233709,480
CAISO,1,20233710,502
CAISO,1,20233711,437
CAISO,1,20233712,432
CAISO,1,20233713,447
CAISO,1,20233714,578
CAISO,1,20233715,382
CAISO,1,20233716,453
CAISO,1,20233717,843
CAISO,1,20233718,506
CAISO,1,20233719,199
CAISO,1,20233720,197
CAISO,1,20233721,194
CAISO,1,20233722,185
CAISO,1,20233723,187
CAISO,1,20233724,181
CAISO,1,20240101,176
CAISO,1,20240102,170
CAISO,1,20240103,150
CAISO,1,20240104,147
CAISO,1,20240105,131
CAISO,1,20240106,132
CAISO,1,20240107,133
CAISO,1,20240108,184
CAISO,1,20240109,629
CAISO,1,20240110,660
CAISO,1,20240111,654
CAISO,1,20240112,670
CAISO,1,20240113,544
CAISO,1,20240114,694
CAISO,1,20240115,1060
CAISO,1,20240116,952
CAISO,1,20240117,911
CAISO,1,20240118,232
CAISO,1,20240119,192
CAISO,1,20240120,191
CAISO,1,20240121,189
CAISO,1,20240122,189
CAISO,1,20240123,182
CAISO,1,20240124,174
CAISO,1,20240201,170
CAISO,1,20240202,166
CAISO,1,20240203,164
CAISO,1,20240204,163
CAISO,1,20240205,164
CAISO,1,20240206,170
CAISO,1,20240207,178
CAISO,1,20240208,223
CAISO,1,20240209,644
CAISO,1,20240210,663
CAISO,1,20240211,742
CAISO,1,20240212,654
CAISO,1,20240213,656
CAISO,1,20240214,828
CAISO,1,20240215,927
CAISO,1,20240216,956
CAISO,1,20240217,915
CAISO,1,20240218,243
CAISO,1,20240219,204
CAISO,1,20240220,201
CAISO,1,20240221,199
CAISO,1,20240222,196
CAISO,1,20240223,188
CAISO,1,20240224,179
CAISO,1,20240301,187
CAISO,1,20240302,178
CAISO,1,20240303,176
CAISO,1,20240304,171
CAISO,1,20240305,173
CAISO,1,20240306,172
CAISO,1,20240307,180
CAISO,1,20240308,225
CAISO,1,20240309,644
CAISO,1,20240310,672
CAISO,1,20240311,660
CAISO,1,20240312,676
CAISO,1,20240313,551
CAISO,1,20240314,781
CAISO,1,20240315,927
CAISO,1,20240316,958
CAISO,1,20240317,917
CAISO,1,20240318,247
CAISO,1,20240319,214
CAISO,1,20240320,212
CAISO,1,20240321,210
CAISO,1,20240322,213
CAISO,1,20240323,205
CAISO,1,20240324,196
CAISO,1,20240401,142
CAISO,1,20240402,138
CAISO,1,20240403,135
CAISO,1,20240404,134
CAISO,1,20240405,135
CAISO,1,20240406,142
CAISO,1,20240407,464
CAISO,1,20240408,745
CAISO,1,20240409,774
CAISO,1,20240410,1113
CAISO,1,20240411,675
CAISO,1,20240412,757
CAISO,1,20240413,683
CAISO,1,20240414,956
CAISO,1,20240415,1103
CAISO,1,20240416,1005
CAISO,1,20240417,968
CAISO,1,20240418,801
CAISO,1,20240419,237
CAISO,1,20240420,180
CAISO,1,20240421,204
CAISO,1,20240422,197
CAISO,1,20240423,160
CAISO,1,20240424,150
CAISO,1,20240501,194
CAISO,1,20240502,191
CAISO,1,20240503,185
CAISO,1,20240504,179
CAISO,1,20240505,184
CAISO,1,20240506,184
CAISO,1,20240507,479
CAISO,1,20240508,754
CAISO,1,20240509,782
CAISO,1,20240510,1118
CAISO,1,20240511,876
CAISO,1,20240512,937
CAISO,1,20240513,946
CAISO,1,20240514,963
CAISO,1,20240515,1110
CAISO,1,20240516,1014
CAISO,1,20240517,977
CAISO,1,20240518,812
CAISO,1,20240519,295
CAISO,1,20240520,252
CAISO,1,20240521,249
CAISO,1,20240522,221
CAISO,1,20240523,213
CAISO,1,20240524,231
CAISO,1,20240601,167
CAISO,1,20240602,179
CAISO,1,20240603,178
CAISO,1,20240604,201
CAISO,1,20240605,228
CAISO,1,20240606,201
CAISO,1,20240607,484
CAISO,1,20240608,756
CAISO,1,20240609,784
CAISO,1,20240610,731
CAISO,1,20240611,685
CAISO,1,20240612,767
CAISO,1,20240613,693
CAISO,1,20240614,680
CAISO,1,20240615,1111
CAISO,1,20240616,1014
CAISO,1,20240617,977
CAISO,1,20240618,818
CAISO,1,20240619,282
CAISO,1,20240620,238
CAISO,1,20240621,220
CAISO,1,20240622,211
CAISO,1,20240623,198
CAISO,1,20240624,192
CAISO,1,20240701,157
CAISO,1,20240702,166
CAISO,1,20240703,164
CAISO,1,20240704,164
CAISO,1,20240705,164
CAISO,1,20240706,167
CAISO,1,20240707,482
CAISO,1,20240708,765
CAISO,1,20240709,789
CAISO,1,20240710,1123
CAISO,1,20240711,811
CAISO,1,20240712,770
CAISO,1,20240713,701
CAISO,1,20240714,854
CAISO,1,20240715,1105
CAISO,1,20240716,1004
CAISO,1,20240717,968
CAISO,1,20240718,800
CAISO,1,20240719,229
CAISO,1,20240720,176
CAISO,1,20240721,189
CAISO,1,20240722,171
CAISO,1,20240723,176
CAISO,1,20240724,170
CAISO,1,20240801,204
CAISO,1,20240802,180
CAISO,1,20240803,179
CAISO,1,20240804,165
CAISO,1,20240805,166
CAISO,1,20240806,166
CAISO,1,20240807,474
CAISO,1,20240808,747
CAISO,1,20240809,779
CAISO,1,20240810,1116
CAISO,1,20240811,868
CAISO,1,20240812,930
CAISO,1,20240813,840
CAISO,1,20240814,954
CAISO,1,20240815,1101
CAISO,1,20240816,1007
CAISO,1,20240817,972
CAISO,1,20240818,806
CAISO,1,20240819,250
CAISO,1,20240820,193
CAISO,1,20240821,193
CAISO,1,20240822,197
CAISO,1,20240823,189
CAISO,1,20240824,208
CAISO,1,20240901,229
CAISO,1,20240902,227
CAISO,1,20240903,226
CAISO,1,20240904,226
CAISO,1,20240905,226
CAISO,1,20240906,227
CAISO,1,20240907,917
CAISO,1,20240908,730
CAISO,1,20240909,638
CAISO,1,20240910,726
CAISO,1,20240911,679
CAISO,1,20240912,760
CAISO,1,20240913,685
CAISO,1,20240914,669
CAISO,1,20240915,990
CAISO,1,20240916,783
CAISO,1,20240917,933
CAISO,1,20240918,809
CAISO,1,20240919,267
CAISO,1,20240920,242
CAISO,1,20240921,244
CAISO,1,20240922,240
CAISO,1,20240923,235
CAISO,1,20240924,230
CAISO,1,20241001,194
CAISO,1,20241002,192
CAISO,1,20241003,180
CAISO,1,20241004,181
CAISO,1,20241005,180
CAISO,1,20241006,862
CAISO,1,20241007,907
CAISO,1,20241008,726
CAISO,1,20241009,634
CAISO,1,20241010,724
CAISO,1,20241011,678
CAISO,1,20241012,759
CAISO,1,20241013,686
CAISO,1,20241014,671
CAISO,1,20241015,996
CAISO,1,20241016,789
CAISO,1,20241017,939
CAISO,1,20241018,627
CAISO,1,20241019,225
CAISO,1,20241020,259
CAISO,1,20241021,244
CAISO,1,20241022,218
CAISO,1,20241023,208
CAISO,1,20241024,201
CAISO,1,20241101,198
CAISO,1,20241102,184
CAISO,1,20241103,182
CAISO,1,20241104,181
CAISO,1,20241105,182
CAISO,1,20241106,649
CAISO,1,20241107,240
CAISO,1,20241108,332
CAISO,1,20241109,593
CAISO,1,20241110,538
CAISO,1,20241111,442
CAISO,1,20241112,500
CAISO,1,20241113,564
CAISO,1,20241114,441
CAISO,1,20241115,516
CAISO,1,20241116,463
CAISO,1,20241117,485
CAISO,1,20241118,795
CAISO,1,20241119,368
CAISO,1,20241120,198
CAISO,1,20241121,211
CAISO,1,20241122,245
CAISO,1,20241123,239
CAISO,1,20241124,234
CAISO,1,20241201,196
CAISO,1,20241202,191
CAISO,1,20241203,209
CAISO,1,20241204,208
CAISO,1,20241205,208
CAISO,1,20241206,669
CAISO,1,20241207,499
CAISO,1,20241208,424
CAISO,1,20241209,421
CAISO,1,20241210,452
CAISO,1,20241211,485
CAISO,1,20241212,527
CAISO,1,20241213,574
CAISO,1,20241214,447
CAISO,1,20241215,517
CAISO,1,20241216,460
CAISO,1,20241217,462
CAISO,1,20241218,487
CAISO,1,20241219,258
CAISO,1,20241220,195
CAISO,1,20241221,197
CAISO,1,20241222,187
CAISO,1,20241223,179
CAISO,1,20241224,181
CAISO,1,20241301,196
CAISO,1,20241302,213
CAISO,1,20241303,234
CAISO,1,20241304,234
CAISO,1,20241305,204
CAISO,1,20241306,209
CAISO,1,20241307,265
CAISO,1,20241308,416
CAISO,1,20241309,408
CAISO,1,20241310,441
CAISO,1,20241311,469
CAISO,1,20241312,525
CAISO,1,20241313,580
CAISO,1,20241314,462
CAISO,1,20241315,533
CAISO,1,20241316,482
CAISO,1,20241317,503
CAISO,1,20241318,525
CAISO,1,20241319,302
CAISO,1,20241320,234
CAISO,1,20241321,270
CAISO,1,20241322,260
CAISO,1,20241323,250
CAISO,1,20241324,244
CAISO,1,20241401,214
CAISO,1,20241402,211
CAISO,1,20241403,232
CAISO,1,20241404,233
CAISO,1,20241405,221
CAISO,1,20241406,208
CAISO,1,20241407,268
CAISO,1,20241408,414
CAISO,1,20241409,411
CAISO,1,20241410,442
CAISO,1,20241411,469
CAISO,1,20241412,524
CAISO,1,20241413,579
CAISO,1,20241414,459
CAISO,1,20241415,531
CAISO,1,20241416,486
CAISO,1,20241417,497
CAISO,1,20241418,508
CAISO,1,20241419,380
CAISO,1,20241420,229
CAISO,1,20241421,227
CAISO,1,20241422,217
CAISO,1,20241423,226
CAISO,1,20241424,218
CAISO,1,20241501,206
CAISO,1,20241502,200
CAISO,1,20241503,186
CAISO,1,20241504,184
CAISO,1,20241505,184
CAISO,1,20241506,182
CAISO,1,20241507,281
CAISO,1,20241508,977
CAISO,1,20241509,517
CAISO,1,20241510,547
CAISO,1,20241511,480
CAISO,1,20241512,480
CAISO,1,20241513,500
CAISO,1,20241514,653
CAISO,1,20241515,448
CAISO,1,20241516,679
CAISO,1,20241517,610
CAISO,1,20241518,584
CAISO,1,20241519,254
CAISO,1,20241520,254
CAISO,1,20241521,249
CAISO,1,20241522,236
CAISO,1,20241523,223
CAISO,1,20241524,212
CAISO,1,20241601,145
CAISO,1,20241602,141
CAISO,1,20241603,139
CAISO,1,20241604,140
CAISO,1,20241605,146
CAISO,1,20241606,158
CAISO,1,20241607,163
CAISO,1,20241608,977
CAISO,1,20241609,514
CAISO,1,20241610,541
CAISO,1,20241611,470
CAISO,1,20241612,465
CAISO,1,20241613,484
CAISO,1,20241614,639
CAISO,1,20241615,425
CAISO,1,20241616,503
CAISO,1,20241617,800
CAISO,1,20241618,557
CAISO,1,20241619,191
CAISO,1,20241620,191
CAISO,1,20241621,186
CAISO,1,20241622,172
CAISO,1,20241623,160
CAISO,1,20241624,152
CAISO,1,20241701,175
CAISO,1,20241702,171
CAISO,1,20241703,169
CAISO,1,20241704,168
CAISO,1,20241705,169
CAISO,1,20241706,175
CAISO,1,20241707,186
CAISO,1,20241708,496
CAISO,1,20241709,535
CAISO,1,20241710,654
CAISO,1,20241711,660
CAISO,1,20241712,594
CAISO,1,20241713,710
CAISO,1,20241714,775
CAISO,1,20241715,910
CAISO,1,20241716,953
CAISO,1,20241717,942
CAISO,1,20241718,575
CAISO,1,20241719,257
CAISO,1,20241720,226
CAISO,1,20241721,214
CAISO,1,20241722,206
CAISO,1,20241723,197
CAISO,1,20241724,183
CAISO,1,20241801,186
CAISO,1,20241802,183
CAISO,1,20241803,181
CAISO,1,20241804,180
CAISO,1,20241805,182
CAISO,1,20241806,187
CAISO,1,20241807,196
CAISO,1,20241808,240
CAISO,1,20241809,650
CAISO,1,20241810,682
CAISO,1,20241811,758
CAISO,1,20241812,677
CAISO,1,20241813,676
CAISO,1,20241814,841
CAISO,1,20241815,933
CAISO,1,20241816,962
CAISO,1,20241817,920
CAISO,1,20241818,258
CAISO,1,20241819,227
CAISO,1,20241820,225
CAISO,1,20241821,223
CAISO,1,20241822,238
CAISO,1,20241823,229
CAISO,1,20241824,222
CAISO,1,20241901,173
CAISO,1,20241902,171
CAISO,1,20241903,170
CAISO,1,20241904,171
CAISO,1,20241905,175
CAISO,1,20241906,183
CAISO,1,20241907,478
CAISO,1,20241908,753
CAISO,1,20241909,781
CAISO,1,20241910,729
CAISO,1,20241911,682
CAISO,1,20241912,763
CAISO,1,20241913,692
CAISO,1,20241914,679
CAISO,1,20241915,1004
CAISO,1,20241916,786
CAISO,1,20241917,974
CAISO,1,20241918,807
CAISO,1,20241919,255
CAISO,1,20241920,248
CAISO,1,20241921,248
CAISO,1,20241922,243
CAISO,1,20241923,237
CAISO,1,20241924,209
CAISO,1,20242001,174
CAISO,1,20242002,172
CAISO,1,20242003,171
CAISO,1,20242004,172
CAISO,1,20242005,176
CAISO,1,20242006,194
CAISO,1,20242007,490
CAISO,1,20242008,742
CAISO,1,20242009,653
CAISO,1,20242010,743
CAISO,1,20242011,697
CAISO,1,20242012,776
CAISO,1,20242013,704
CAISO,1,20242014,692
CAISO,1,20242015,1005
CAISO,1,20242016,792
CAISO,1,20242017,935
CAISO,1,20242018,805
CAISO,1,20242019,241
CAISO,1,20242020,192
CAISO,1,20242021,191
CAISO,1,20242022,181
CAISO,1,20242023,172
CAISO,1,20242024,166
CAISO,1,20242101,183
CAISO,1,20242102,179
CAISO,1,20242103,177
CAISO,1,20242104,191
CAISO,1,20242105,215
CAISO,1,20242106,241
CAISO,1,20242107,913
CAISO,1,20242108,731
CAISO,1,20242109,645
CAISO,1,20242110,737
CAISO,1,20242111,693
CAISO,1,20242112,775
CAISO,1,20242113,704
CAISO,1,20242114,693
CAISO,1,20242115,1010
CAISO,1,20242116,816
CAISO,1,20242117,952
CAISO,1,20242118,822
CAISO,1,20242119,285
CAISO,1,20242120,239
CAISO,1,20242121,234
CAISO,1,20242122,210
CAISO,1,20242123,208
CAISO,1,20242124,201
CAISO,1,20242201,159
CAISO,1,20242202,156
CAISO,1,20242203,155
CAISO,1,20242204,169
CAISO,1,20242205,173
CAISO,1,20242206,655
CAISO,1,20242207,494
CAISO,1,20242208,426
CAISO,1,20242209,422
CAISO,1,20242210,452
CAISO,1,20242211,478
CAISO,1,20242212,533
CAISO,1,20242213,579
CAISO,1,20242214,459
CAISO,1,20242215,515
CAISO,1,20242216,456
CAISO,1,20242217,458
CAISO,1,20242218,484
CAISO,1,20242219,359
CAISO,1,20242220,192
CAISO,1,20242221,191
CAISO,1,20242222,182
CAISO,1,20242223,172
CAISO,1,20242224,167
CAISO,1,20242301,238
CAISO,1,20242302,235
CAISO,1,20242303,199
CAISO,1,20242304,197
CAISO,1,20242305,186
CAISO,1,20242306,185
CAISO,1,20242307,243
CAISO,1,20242308,334
CAISO,1,20242309,383
CAISO,1,20242310,417
CAISO,1,20242311,447
CAISO,1,20242312,506
CAISO,1,20242313,563
CAISO,1,20242314,453
CAISO,1,20242315,524
CAISO,1,20242316,469
CAISO,1,20242317,585
CAISO,1,20242318,799
CAISO,1,20242319,388
CAISO,1,20242320,238
CAISO,1,20242321,236
CAISO,1,20242322,226
CAISO,1,20242323,206
CAISO,1,20242324,198
CAISO,1,20242401,141
CAISO,1,20242402,138
CAISO,1,20242403,136
CAISO,1,20242404,137
CAISO,1,20242405,143
CAISO,1,20242406,152
CAISO,1,20242407,159
CAISO,1,20242408,484
CAISO,1,20242409,511
CAISO,1,20242410,537
CAISO,1,20242411,465
CAISO,1,20242412,460
CAISO,1,20242413,479
CAISO,1,20242414,635
CAISO,1,20242415,898
CAISO,1,20242416,941
CAISO,1,20242417,926
CAISO,1,20242418,557
CAISO,1,20242419,185
CAISO,1,20242420,181
CAISO,1,20242421,175
CAISO,1,20242422,164
CAISO,1,20242423,153
CAISO,1,20242424,145
CAISO,1,20242501,230
CAISO,1,20242502,212
CAISO,1,20242503,186
CAISO,1,20242504,179
CAISO,1,20242505,170
CAISO,1,20242506,175
CAISO,1,20242507,181
CAISO,1,20242508,486
CAISO,1,20242509,518
CAISO,1,20242510,535
CAISO,1,20242511,460
CAISO,1,20242512,455
CAISO,1,20242513,472
CAISO,1,20242514,629
CAISO,1,20242515,893
CAISO,1,20242516,937
CAISO,1,20242517,922
CAISO,1,20242518,553
CAISO,1,20242519,177
CAISO,1,20242520,174
CAISO,1,20242521,170
CAISO,1,20242522,167
CAISO,1,20242523,158
CAISO,1,20242524,150
CAISO,1,20242601,180
CAISO,1,20242602,175
CAISO,1,20242603,173
CAISO,1,20242604,171
CAISO,1,20242605,171
CAISO,1,20242606,172
CAISO,1,20242607,175
CAISO,1,20242608,218
CAISO,1,20242609,634
CAISO,1,20242610,662
CAISO,1,20242611,706
CAISO,1,20242612,653
CAISO,1,20242613,538
CAISO,1,20242614,770
CAISO,1,20242615,919
CAISO,1,20242616,948
CAISO,1,20242617,907
CAISO,1,20242618,217
CAISO,1,20242619,173
CAISO,1,20242620,172
CAISO,1,20242621,171
CAISO,1,20242622,171
CAISO,1,20242623,165
CAISO,1,20242624,156
CAISO,1,20242701,185
CAISO,1,20242702,175
CAISO,1,20242703,172
CAISO,1,20242704,171
CAISO,1,20242705,173
CAISO,1,20242706,178
CAISO,1,20242707,173
CAISO,1,20242708,220
CAISO,1,20242709,638
CAISO,1,20242710,665
CAISO,1,20242711,743
CAISO,1,20242712,653
CAISO,1,20242713,657
CAISO,1,20242714,829
CAISO,1,20242715,928
CAISO,1,20242716,957
CAISO,1,20242717,916
CAISO,1,20242718,245
CAISO,1,20242719,208
CAISO,1,20242720,205
CAISO,1,20242721,203
CAISO,1,20242722,201
CAISO,1,20242723,191
CAISO,1,20242724,183
CAISO,1,20242801,143
CAISO,1,20242802,139
CAISO,1,20242803,136
CAISO,1,20242804,150
CAISO,1,20242805,168
CAISO,1,20242806,173
CAISO,1,20242807,182
CAISO,1,20242808,228
CAISO,1,20242809,640
CAISO,1,20242810,665
CAISO,1,20242811,743
CAISO,1,20242812,651
CAISO,1,20242813,650
CAISO,1,20242814,824
CAISO,1,20242815,923
CAISO,1,20242816,952
CAISO,1,20242817,910
CAISO,1,20242818,222
CAISO,1,20242819,180
CAISO,1,20242820,176
CAISO,1,20242821,172
CAISO,1,20242822,170
CAISO,1,20242823,159
CAISO,1,20242824,150
CAISO,1,20242901,228
CAISO,1,20242902,226
CAISO,1,20242903,225
CAISO,1,20242904,210
CAISO,1,20242905,213
CAISO,1,20242906,237
CAISO,1,20242907,502
CAISO,1,20242908,766
CAISO,1,20242909,787
CAISO,1,20242910,734
CAISO,1,20242911,688
CAISO,1,20242912,768
CAISO,1,20242913,693
CAISO,1,20242914,677
CAISO,1,20242915,995
CAISO,1,20242916,787
CAISO,1,20242917,935
CAISO,1,20242918,809
CAISO,1,20242919,257
CAISO,1,20242920,204
CAISO,1,20242921,201
CAISO,1,20242922,193
CAISO,1,20242923,185
CAISO,1,20242924,180
CAISO,1,20243001,184
CAISO,1,20243002,176
CAISO,1,20243003,174
CAISO,1,20243004,169
CAISO,1,20243005,170
CAISO,1,20243006,171
CAISO,1,20243007,463
CAISO,1,20243008,713
CAISO,1,20243009,624
CAISO,1,20243010,717
CAISO,1,20243011,669
CAISO,1,20243012,751
CAISO,1,20243013,676
CAISO,1,20243014,659
CAISO,1,20243015,983
CAISO,1,20243016,772
CAISO,1,20243017,923
CAISO,1,20243018,795
CAISO,1,20243019,218
CAISO,1,20243020,160
CAISO,1,20243021,161
CAISO,1,20243022,156
CAISO,1,20243023,149
CAISO,1,20243024,143
CAISO,1,20243101,177
CAISO,1,20243102,170
CAISO,1,20243103,167
CAISO,1,20243104,152
CAISO,1,20243105,142
CAISO,1,20243106,150
CAISO,1,20243107,465
CAISO,1,20243108,716
CAISO,1,20243109,628
CAISO,1,20243110,721
CAISO,1,20243111,674
CAISO,1,20243112,755
CAISO,1,20243113,681
CAISO,1,20243114,664
CAISO,1,20243115,988
CAISO,1,20243116,783
CAISO,1,20243117,932
CAISO,1,20243118,807
CAISO,1,20243119,260
CAISO,1,20243120,231
CAISO,1,20243121,215
