project,period,fixed_cost_per_mw_yr,hyb_gen_fixed_cost_per_mw_yr,hyb_stor_fixed_cost_per_mw_yr,fixed_cost_per_mwh_year,fuel_production_capacity_fixed_cost_per_fuelunitperhour_yr,fuel_release_capacity_fixed_cost_per_fuelunitperhour_yr,fuel_storage_capacity_fixed_cost_per_fuelunit_yr
64592__GEN1,2026,0,,,,,,
64592__GEN2,2026,0,,,,,,
64592__GEN3,2026,0,,,,,,
64601__ESS,2026,0,,,0.0,,,
64611__1,2026,0,,,0.0,,,
64612__KNES,2026,0,,,0.0,,,
64614__KSES,2026,0,,,0.0,,,
64622__GEN1,2026,0,,,,,,
64622__GEN2,2026,0,,,,,,
64624__BESS1,2026,0,,,0.0,,,
64630__RBBAT,2026,0,,,0.0,,,
64633__20SDB,2026,0,,,0.0,,,
64636__92JTB,2026,0,,,0.0,,,
64663__EG075,2026,0,,,,,,
64695__BESS,2026,0,,,0.0,,,
64701__LCES,2026,0,,,0.0,,,
64712__ESSB1,2026,0,,,0.0,,,
64713__ESSB2,2026,0,,,0.0,,,
64743__TB1,2026,0,,,0.0,,,
64743__TB2,2026,0,,,0.0,,,
64766__RCAM2,2026,0,,,0.0,,,
6481__1,2026,0,,,,,,
6481__2,2026,0,,,,,,
6481__3,2026,0,,,,,,
6481__4,2026,0,,,,,,
64851__DAGGB,2026,0,,,0.0,,,
64852__DAGGB,2026,0,,,0.0,,,
64864__CHAPB,2026,0,,,0.0,,,
64864__WS3BA,2026,0,,,0.0,,,
64877__BESS,2026,0,,,0.0,,,
64878__BESS,2026,0,,,0.0,,,
64879__BESS,2026,0,,,0.0,,,
64881__NMSUB,2026,0,,,0.0,,,
64908__GEN02,2026,0,,,0.0,,,
64921__SAP2,2026,0,,,0.0,,,
64928__BESS,2026,0,,,0.0,,,
64929__BESS,2026,0,,,0.0,,,
64993__BB1BA,2026,0,,,0.0,,,
65019__BCW1B,2026,0,,,0.0,,,
65020__BCW2B,2026,0,,,0.0,,,
65021__BCW3B,2026,0,,,0.0,,,
65023__BCW4B,2026,0,,,0.0,,,
65053__BMSES,2026,0,,,0.0,,,
6510__1,2026,0,,,,,,
6510__2,2026,0,,,,,,
6510__3,2026,0,,,,,,
65132__BA1,2026,0,,,0.0,,,
65140__SWSH1,2026,0,,,0.0,,,
65140__SWSH2,2026,0,,,0.0,,,
65141__BS3ES,2026,0,,,0.0,,,
6515__GT1,2026,0,,,,,,
6515__GT2,2026,0,,,,,,
6515__GT3,2026,0,,,,,,
6515__GT4,2026,0,,,,,,
6516__IC1A,2026,0,,,,,,
6516__IC2,2026,0,,,,,,
6516__IC3,2026,0,,,,,,
6516__IC4,2026,0,,,,,,
6516__IC5,2026,0,,,,,,
6518__KB1,2026,0,,,,,,
6518__KB2,2026,0,,,,,,
6518__KB3,2026,0,,,,,,
6518__KB4,2026,0,,,,,,
6518__KB5,2026,0,,,,,,
6518__KB6,2026,0,,,,,,
65191__USD00,2026,0,,,,,,
65192__ATT41,2026,0,,,,,,
65193__CLT05,2026,0,,,,,,
65196__SCC02,2026,0,,,,,,
65199__KST00,2026,0,,,,,,
65200__DTV02,2026,0,,,,,,
65202__CLT05,2026,0,,,,,,
65203__BDB01,2026,0,,,,,,
65204__ATT95,2026,0,,,,,,
65205__ATT26,2026,0,,,,,,
65206__ATT58,2026,0,,,,,,
65208__ATA17,2026,0,,,,,,
65210__ENL00,2026,0,,,,,,
65211__CMC04,2026,0,,,,,,
65360__ATA02,2026,0,,,,,,
65361__CLT30,2026,0,,,,,,
65377__IPB,2026,0,,,0.0,,,
65380__3,2026,0,,,,,,
65382__ESS,2026,0,,,0.0,,,
65395__HUMB1,2026,0,,,0.0,,,
65396__BW1,2026,0,,,0.0,,,
65397__SP1,2026,0,,,0.0,,,
65408__GOSSB,2026,0,,,0.0,,,
65409__GFCSB,2026,0,,,0.0,,,
65419__HPB,2026,0,,,0.0,,,
65456__SEPAR,2026,0,,,0.0,,,
65457__CATH1,2026,0,,,0.0,,,
65457__CATH2,2026,0,,,0.0,,,
65458__ANOD1,2026,0,,,0.0,,,
65458__ANOD2,2026,0,,,0.0,,,
65469__SAMBA,2026,0,,,0.0,,,
65472__CHUK1,2026,0,,,0.0,,,
65517__BMORC,2026,0,,,,,,
65562__ABSBA,2026,0,,,0.0,,,
65568__GMSPB,2026,0,,,0.0,,,
65569__GSRBA,2026,0,,,0.0,,,
65570__WVMBA,2026,0,,,0.0,,,
65591__AVEPB,2026,0,,,0.0,,,
65614__OCCBA,2026,0,,,0.0,,,
65635__HEDS1,2026,0,,,0.0,,,
65655__HECHQ,2026,0,,,0.0,,,
65656__HEORG,2026,0,,,0.0,,,
65657__HESJG,2026,0,,,0.0,,,
65664__GENBA,2026,0,,,0.0,,,
65672__BESS,2026,0,,,0.0,,,
65673__BESS,2026,0,,,0.0,,,
65674__BESS,2026,0,,,0.0,,,
65675__BESS,2026,0,,,0.0,,,
65676__BESS,2026,0,,,0.0,,,
65677__BESS,2026,0,,,0.0,,,
65703__HEHUM,2026,0,,,0.0,,,
65711__GEN2,2026,0,,,0.0,,,
65733__HECAR,2026,0,,,0.0,,,
65734__OBIBS,2026,0,,,0.0,,,
65735__OBIIB,2026,0,,,0.0,,,
65743__VCTBA,2026,0,,,0.0,,,
65744__ARCBA,2026,0,,,0.0,,,
65773__3500,2026,0,,,,,,
65773__5100A,2026,0,,,,,,
65773__5100B,2026,0,,,,,,
65773__5200,2026,0,,,,,,
65773__STEAM,2026,0,,,,,,
65789__SAP3,2026,0,,,0.0,,,
65857__SUNS1,2026,0,,,0.0,,,
65889__BESS,2026,0,,,0.0,,,
65897__INPKY,2026,0,,,0.0,,,
65898__T0041,2026,0,,,,,,
65898__T0042,2026,0,,,,,,
65933__1,2026,0,,,0.0,,,
65940__SCSPB,2026,0,,,0.0,,,
65956__STOBA,2026,0,,,0.0,,,
65962__MS4B,2026,0,,,0.0,,,
65963__MS5B,2026,0,,,0.0,,,
65980__WCBS,2026,0,,,0.0,,,
65987__DP1,2026,0,,,0.0,,,
65988__DP2,2026,0,,,0.0,,,
66023__19043,2026,0,,,0.0,,,
66050__LAB,2026,0,,,0.0,,,
66142__KSR48,2026,0,,,,,,
66143__SDC01,2026,0,,,,,,
66145__TMF06,2026,0,,,,,,
66146__KSR40,2026,0,,,,,,
66148__KSR55,2026,0,,,,,,
66163__JICB1,2026,0,,,0.0,,,
66178__9123,2026,0,,,0.0,,,
6619__1,2026,0,,,,,,
6619__2,2026,0,,,,,,
66208__NCV,2026,0,,,0.0,,,
66263__2222,2026,0,,,0.0,,,
66265__1,2026,0,,,0.0,,,
66266__1,2026,0,,,0.0,,,
66270__PRXBS,2026,0,,,0.0,,,
66271__HCEBA,2026,0,,,0.0,,,
66278__1,2026,0,,,0.0,,,
66279__1,2026,0,,,0.0,,,
66280__1,2026,0,,,0.0,,,
66281__1,2026,0,,,0.0,,,
66281__2,2026,0,,,0.0,,,
66285__COND1,2026,0,,,0.0,,,
66286__PERE1,2026,0,,,0.0,,,
66325__1,2026,0,,,0.0,,,
66325__HGWP2,2026,0,,,0.0,,,
66326__1,2026,0,,,0.0,,,
66327__1,2026,0,,,0.0,,,
66328__1,2026,0,,,0.0,,,
66329__1,2026,0,,,0.0,,,
66330__1,2026,0,,,0.0,,,
66333__BESS4,2026,0,,,0.0,,,
66334__BESS3,2026,0,,,0.0,,,
66357__YPES,2026,0,,,0.0,,,
66394__GOLET,2026,0,,,0.0,,,
66408__BESS1,2026,0,,,0.0,,,
66423__BESS1,2026,0,,,0.0,,,
66456__ANB00,2026,0,,,,,,
66458__RCH00,2026,0,,,,,,
66459__TLR01,2026,0,,,,,,
66461__GEN1,2026,0,,,0.0,,,
66462__GEN1,2026,0,,,0.0,,,
66472__CGEN1,2026,0,,,,,,
66472__CGEN2,2026,0,,,,,,
66475__B8263,2026,0,,,0.0,,,
66494__NOVA1,2026,0,,,0.0,,,
66494__NOVA2,2026,0,,,0.0,,,
66494__NOVA3,2026,0,,,0.0,,,
66494__NOVA4,2026,0,,,0.0,,,
66494__NOVA5,2026,0,,,0.0,,,
66500__VC85,2026,0,,,0.0,,,
66502__VC54,2026,0,,,0.0,,,
66505__CV150,2026,0,,,0.0,,,
66505__CV151,2026,0,,,0.0,,,
66509__B8259,2026,0,,,0.0,,,
66510__B9616,2026,0,,,0.0,,,
66511__B8262,2026,0,,,0.0,,,
66532__BCE22,2026,0,,,0.0,,,
66533__BCE12,2026,0,,,0.0,,,
66551__IB192,2026,0,,,0.0,,,
66551__IB193,2026,0,,,0.0,,,
66552__MH162,2026,0,,,0.0,,,
66574__SJSS,2026,0,,,0.0,,,
66575__SUNS2,2026,0,,,0.0,,,
66598__BDMSS,2026,0,,,0.0,,,
66599__1,2026,0,,,0.0,,,
66599__2,2026,0,,,,,,
66617__1,2026,0,,,0.0,,,
66619__AFTW,2026,0,,,0.0,,,
66620__GEN2,2026,0,,,0.0,,,
66627__SON13,2026,0,,,0.0,,,
66636__BESS,2026,0,,,0.0,,,
66637__BESS,2026,0,,,0.0,,,
66638__LODI,2026,0,,,,,,
66648__BLKWL,2026,0,,,0.0,,,
66650__BC1,2026,0,,,0.0,,,
66659__MAL,2026,0,,,0.0,,,
66660__HAN,2026,0,,,0.0,,,
66661__HEN,2026,0,,,0.0,,,
66662__BIA,2026,0,,,0.0,,,
66666__TWES1,2026,0,,,0.0,,,
66666__TWES2,2026,0,,,0.0,,,
66669__WFF1,2026,0,,,0.0,,,
66680__UNIT1,2026,0,,,,,,
66680__UNIT2,2026,0,,,,,,
66680__UNIT3,2026,0,,,,,,
66680__UNIT4,2026,0,,,,,,
66694__ATRES,2026,0,,,0.0,,,
66716__SB123,2026,0,,,0.0,,,
66726__IEESS,2026,0,,,0.0,,,
66754__EC01,2026,0,,,0.0,,,
66755__M01,2026,0,,,0.0,,,
66755__M02,2026,0,,,0.0,,,
66755__M03,2026,0,,,0.0,,,
66755__M04,2026,0,,,0.0,,,
66755__M05,2026,0,,,0.0,,,
66755__M06,2026,0,,,0.0,,,
66755__M07,2026,0,,,0.0,,,
66757__BN1,2026,0,,,0.0,,,
66772__ESTRB,2026,0,,,0.0,,,
66773__RCWYB,2026,0,,,0.0,,,
66779__PPABA,2026,0,,,0.0,,,
66799__4087B,2026,0,,,0.0,,,
66800__4976B,2026,0,,,0.0,,,
66807__CUYA1,2026,0,,,0.0,,,
66814__SKYBA,2026,0,,,0.0,,,
66885__SPKBS,2026,0,,,0.0,,,
66925__MCBA,2026,0,,,0.0,,,
66946__LHESS,2026,0,,,0.0,,,
66949__1,2026,0,,,0.0,,,
66950__1,2026,0,,,0.0,,,
66951__GEN04,2026,0,,,0.0,,,
67039__NOBAT,2026,0,,,0.0,,,
6704__10,2026,0,,,,,,
6704__12,2026,0,,,,,,
6704__14,2026,0,,,,,,
6704__15,2026,0,,,,,,
6704__7,2026,0,,,,,,
6704__8,2026,0,,,,,,
6704__MT01,2026,0,,,,,,
6704__MT02,2026,0,,,,,,
6704__MT03,2026,0,,,,,,
6704__MT04,2026,0,,,,,,
6704__MT05,2026,0,,,,,,
6704__MT06,2026,0,,,,,,
6704__MT07,2026,0,,,,,,
6704__MT08,2026,0,,,,,,
6704__MT09,2026,0,,,,,,
6704__MT10,2026,0,,,,,,
6704__MT11,2026,0,,,,,,
6704__MT12,2026,0,,,,,,
6704__MT13,2026,0,,,,,,
6704__MT14,2026,0,,,,,,
6704__MT15,2026,0,,,,,,
6704__MT16,2026,0,,,,,,
6704__MT17,2026,0,,,,,,
6704__MT18,2026,0,,,,,,
6704__MT19,2026,0,,,,,,
6704__MT20,2026,0,,,,,,
6704__MT21,2026,0,,,,,,
6704__MT22,2026,0,,,,,,
6704__MT23,2026,0,,,,,,
6704__MT24,2026,0,,,,,,
6704__MT25,2026,0,,,,,,
6704__NASB1,2026,0,,,0.0,,,
67091__YP2AB,2026,0,,,0.0,,,
67092__PSLBA,2026,0,,,0.0,,,
67093__GEN_1,2026,0,,,0.0,,,
67118__1,2026,0,,,0.0,,,
67170__ASBA,2026,0,,,0.0,,,
67178__MEBA,2026,0,,,0.0,,,
67183__FRBS,2026,0,,,0.0,,,
67184__BHV1,2026,0,,,0.0,,,
67190__FBESS,2026,0,,,0.0,,,
67204__QRBES,2026,0,,,0.0,,,
67230__CS,2026,0,,,0.0,,,
67234__LARAB,2026,0,,,0.0,,,
67277__4657B,2026,0,,,0.0,,,
67278__4146B,2026,0,,,0.0,,,
67283__6569B,2026,0,,,0.0,,,
67285__GEN02,2026,0,,,0.0,,,
67288__BESSA,2026,0,,,0.0,,,
67291__GEN02,2026,0,,,0.0,,,
67299__10101,2026,0,,,0.0,,,
67300__RATBA,2026,0,,,0.0,,,
67301__PKWBA,2026,0,,,0.0,,,
67302__FREBA,2026,0,,,0.0,,,
67303__MEABA,2026,0,,,0.0,,,
67304__DAVBA,2026,0,,,0.0,,,
67305__BROBA,2026,0,,,0.0,,,
67306__KEEBA,2026,0,,,0.0,,,
67307__PLVBA,2026,0,,,0.0,,,
67321__BESS1,2026,0,,,0.0,,,
67322__MCESS,2026,0,,,0.0,,,
67323__HMESS,2026,0,,,0.0,,,
67328__PLUTO,2026,0,,,0.0,,,
67360__HAT01,2026,0,,,,,,
67380__MID,2026,0,,,,,,
67436__WPRG,2026,0,,,,,,
67445__1,2026,0,,,,,,
67445__2,2026,0,,,,,,
67445__3,2026,0,,,,,,
67445__4,2026,0,,,,,,
67454__SW1,2026,0,,,0.0,,,
67455__SW2,2026,0,,,0.0,,,
67474__BESS1,2026,0,,,0.0,,,
67485__CG101,2026,0,,,,,,
67485__CG102,2026,0,,,,,,
67497__HSESS,2026,0,,,0.0,,,
67498__MCFRC,2026,0,,,0.0,,,
67503__GEN02,2026,0,,,0.0,,,
67511__HS2ES,2026,0,,,0.0,,,
67528__MLRBS,2026,0,,,0.0,,,
67549__1,2026,0,,,0.0,,,
67565__CEC01,2026,0,,,0.0,,,
67573__HPVY,2026,0,,,0.0,,,
67579__ALMT2,2026,0,,,0.0,,,
6761__1,2026,0,,,,,,
6761__A,2026,0,,,,,,
6761__B,2026,0,,,,,,
6761__C,2026,0,,,,,,
6761__D,2026,0,,,,,,
6761__F,2026,0,,,,,,
7028__K1,2026,0,,,,,,
7028__K2,2026,0,,,,,,
7028__K3CAT,2026,0,,,,,,
7028__K4CAT,2026,0,,,,,,
7028__K5CAT,2026,0,,,,,,
7028__K6CAT,2026,0,,,,,,
7028__K7CAT,2026,0,,,,,,
7039__1,2026,0,,,,,,
7080__1,2026,0,,,,,,
7080__2,2026,0,,,,,,
7082__5,2026,0,,,,,,
7082__6,2026,0,,,,,,
7082__7,2026,0,,,,,,
7082__GT1,2026,0,,,,,,
7082__GT4,2026,0,,,,,,
7111__1,2026,0,,,,,,
7111__11,2026,0,,,,,,
7111__12,2026,0,,,,,,
7111__13,2026,0,,,,,,
7111__14,2026,0,,,,,,
7111__15,2026,0,,,,,,
7111__2,2026,0,,,,,,
7111__4,2026,0,,,,,,
7111__NA10,2026,0,,,,,,
7111__NA9,2026,0,,,,,,
7164__PG3,2026,0,,,0.0,,,
7164__PG6,2026,0,,,0.0,,,
7164__PG7,2026,0,,,0.0,,,
7164__PS1,2026,0,,,0.0,,,
7231__1,2026,0,,,,,,
7231__2,2026,0,,,,,,
7232__1,2026,0,,,,,,
7232__2,2026,0,,,,,,
7266__2,2026,0,,,,,,
7266__3,2026,0,,,,,,
7266__3A,2026,0,,,,,,
7266__3B,2026,0,,,,,,
7266__3C,2026,0,,,,,,
7266__3D,2026,0,,,,,,
7266__3E,2026,0,,,,,,
7266__3F,2026,0,,,,,,
7266__NA1,2026,0,,,,,,
7307__1,2026,0,,,,,,
7307__2,2026,0,,,,,,
7307__3,2026,0,,,,,,
7307__4,2026,0,,,,,,
7307__5,2026,0,,,,,,
7307__6,2026,0,,,,,,
7315__1,2026,0,,,,,,
7315__2,2026,0,,,,,,
7315__3,2026,0,,,,,,
7315__4,2026,0,,,,,,
7350__1,2026,0,,,,,,
7350__2,2026,0,,,,,,
7368__1,2026,0,,,,,,
7368__2,2026,0,,,,,,
7369__3,2026,0,,,,,,
7369__4,2026,0,,,,,,
7408__86_1,2026,0,,,,,,
7408__86_2,2026,0,,,,,,
7408__86_3,2026,0,,,,,,
7408__86_4,2026,0,,,,,,
7413__1,2026,0,,,,,,
7413__2,2026,0,,,,,,
7413__3,2026,0,,,,,,
7413__4,2026,0,,,,,,
7436__JH1,2026,0,,,,,,
7436__JH2,2026,0,,,,,,
7436__JH3,2026,0,,,,,,
7436__JH4,2026,0,,,,,,
7436__JH5,2026,0,,,,,,
7449__NA1,2026,0,,,,,,
7450__1,2026,0,,,,,,
7450__2,2026,0,,,,,,
7451__1,2026,0,,,,,,
7452__1,2026,0,,,,,,
7452__2,2026,0,,,,,,
7456__1,2026,0,,,,,,
7456__2,2026,0,,,,,,
7504__2,2026,0,,,,,,
7504__GT1,2026,0,,,,,,
7527__1,2026,0,,,,,,
7527__2,2026,0,,,,,,
7527__CCCT,2026,0,,,,,,
7551__CCST,2026,0,,,,,,
7551__CT1A,2026,0,,,,,,
7551__CT1B,2026,0,,,,,,
7551__CT1C,2026,0,,,,,,
7552__CCCT,2026,0,,,,,,
7552__CCST,2026,0,,,,,,
7605__1,2026,0,,,,,,
7725__1,2026,0,,,,,,
7725__2,2026,0,,,,,,
7725__3,2026,0,,,,,,
7725__4,2026,0,,,,,,
7725__5,2026,0,,,,,,
7732__1,2026,0,,,,,,
7767__1,2026,0,,,,,,
7767__2,2026,0,,,,,,
7767__3,2026,0,,,,,,
7767__4,2026,0,,,,,,
7767__5,2026,0,,,,,,
7767__6,2026,0,,,,,,
7790__1,2026,0,,,,,,
7790__2,2026,0,,,,,,
7824__1,2026,0,,,,,,
7824__2,2026,0,,,,,,
7870__CTG1,2026,0,,,,,,
7870__CTG2,2026,0,,,,,,
7870__CTG3,2026,0,,,,,,
7870__STG,2026,0,,,,,,
7931__1,2026,0,,,,,,
7931__2,2026,0,,,,,,
7953__1,2026,0,,,,,,
7953__2,2026,0,,,,,,
7953__3,2026,0,,,,,,
7967__GT1,2026,0,,,,,,
7967__GT2,2026,0,,,,,,
7975__1,2026,0,,,,,,
7975__2,2026,0,,,,,,
7975__3,2026,0,,,,,,
7975__4,2026,0,,,,,,
7987__L1,2026,0,,,,,,
7995__IC1,2026,0,,,,,,
7995__IC2,2026,0,,,,,,
7995__IC3,2026,0,,,,,,
7995__IC4,2026,0,,,,,,
7999__CT1,2026,0,,,,,,
7999__CT2,2026,0,,,,,,
7999__ST1,2026,0,,,,,,
8010__1,2026,0,,,,,,
8010__2,2026,0,,,,,,
8010__3,2026,0,,,,,,
8022__1,2026,0,,,,,,
8022__2,2026,0,,,,,,
8022__3,2026,0,,,,,,
8022__4,2026,0,,,,,,
8022__5,2026,0,,,,,,
8022__6,2026,0,,,,,,
8026__1,2026,0,,,,,,
8026__2,2026,0,,,,,,
8026__3,2026,0,,,,,,
8028__1,2026,0,,,,,,
8028__2,2026,0,,,,,,
8030__1,2026,0,,,,,,
8030__2,2026,0,,,,,,
8030__3,2026,0,,,,,,
8066__1,2026,0,,,,,,
8066__2,2026,0,,,,,,
8066__3,2026,0,,,,,,
8066__4,2026,0,,,,,,
8067__1,2026,0,,,,,,
8067__2,2026,0,,,,,,
8068__ST1,2026,0,,,,,,
8068__ST2,2026,0,,,,,,
8068__ST3,2026,0,,,,,,
8068__ST4,2026,0,,,,,,
8068__ST5A,2026,0,,,,,,
8068__ST5B,2026,0,,,,,,
8068__ST5S,2026,0,,,,,,
8068__ST6A,2026,0,,,,,,
8068__ST6S,2026,0,,,,,,
8069__1,2026,0,,,,,,
8069__2,2026,0,,,,,,
8073__1,2026,0,,,,,,
8073__2,2026,0,,,,,,
8073__3,2026,0,,,,,,
8073__4,2026,0,,,,,,
8073__5,2026,0,,,,,,
8073__6,2026,0,,,,,,
8073__7,2026,0,,,,,,
8073__8,2026,0,,,,,,
8076__1,2026,0,,,,,,
8100__1,2026,0,,,,,,
8100__2,2026,0,,,,,,
8100__IC4,2026,0,,,,,,
8100__IC5,2026,0,,,,,,
817__1,2026,0,,,,,,
817__2,2026,0,,,,,,
8219__1,2026,0,,,,,,
8219__GT1,2026,0,,,,,,
8219__GT2,2026,0,,,,,,
8223__1,2026,0,,,,,,
8223__2,2026,0,,,,,,
8223__3,2026,0,,,,,,
8223__4,2026,0,,,,,,
8223__5,2026,0,,,,,,
8224__1,2026,0,,,,,,
8224__2,2026,0,,,,,,
902__1,2026,0,,,,,,
99__1,2026,0,,,,,,
99__2,2026,0,,,,,,
9__1,2026,0,,,,,,
Hydro_AVA,2026,0,,,,,,
Hydro_BANC,2026,0,,,,,,
Hydro_BPAT,2026,0,,,,,,
Hydro_CHPD,2026,0,,,,,,
Hydro_CISO,2026,0,,,,,,
Hydro_DOPD,2026,0,,,,,,
Hydro_GCPD,2026,0,,,,,,
Hydro_IID,2026,0,,,,,,
Hydro_IPCO,2026,0,,,,,,
Hydro_LDWP,2026,0,,,,,,
Hydro_NEVP,2026,0,,,,,,
Hydro_NWMT,2026,0,,,,,,
Hydro_PACE,2026,0,,,,,,
Hydro_PACW,2026,0,,,,,,
Hydro_PGE,2026,0,,,,,,
Hydro_PSCO,2026,0,,,,,,
Hydro_PSEI,2026,0,,,,,,
Hydro_SCL,2026,0,,,,,,
Hydro_SRP,2026,0,,,,,,
Hydro_TIDC,2026,0,,,,,,
Hydro_TPWR,2026,0,,,,,,
Hydro_WACM,2026,0,,,,,,
Hydro_WALC,2026,0,,,,,,
Hydro_WAUW,2026,0,,,,,,
Solar_AVA,2026,0,,,,,,
Solar_AZPS,2026,0,,,,,,
Solar_BANC,2026,0,,,,,,
Solar_BPAT,2026,0,,,,,,
Solar_CISO,2026,0,,,,,,
Solar_EPE,2026,0,,,,,,
Solar_IID,2026,0,,,,,,
Solar_IPCO,2026,0,,,,,,
Solar_LDWP,2026,0,,,,,,
Solar_NEVP,2026,0,,,,,,
Solar_NWMT,2026,0,,,,,,
Solar_PACE,2026,0,,,,,,
Solar_PACW,2026,0,,,,,,
Solar_PGE,2026,0,,,,,,
Solar_PNM,2026,0,,,,,,
Solar_PSCO,2026,0,,,,,,
Solar_PSEI,2026,0,,,,,,
Solar_SRP,2026,0,,,,,,
Solar_TEPC,2026,0,,,,,,
Solar_WACM,2026,0,,,,,,
Solar_WALC,2026,0,,,,,,
Solar_WAUW,2026,0,,,,,,
Wind_AVA,2026,0,,,,,,
Wind_AZPS,2026,0,,,,,,
Wind_BPAT,2026,0,,,,,,
Wind_CISO,2026,0,,,,,,
Wind_EPE,2026,0,,,,,,
Wind_IPCO,2026,0,,,,,,
Wind_LDWP,2026,0,,,,,,
Wind_NEVP,2026,0,,,,,,
Wind_NWMT,2026,0,,,,,,
Wind_PACE,2026,0,,,,,,
Wind_PACW,2026,0,,,,,,
Wind_PGE,2026,0,,,,,,
Wind_PNM,2026,0,,,,,,
Wind_PSCO,2026,0,,,,,,
Wind_PSEI,2026,0,,,,,,
Wind_SRP,2026,0,,,,,,
Wind_TEPC,2026,0,,,,,,
Wind_WACM,2026,0,,,,,,
Wind_WALC,2026,0,,,,,,
Wind_WAUW,2026,0,,,,,,
