frequency_response_ba,stage_id,timepoint,frequency_response_mw
CAISO,1,20232405,770
CAISO,1,20232406,770
CAISO,1,20232407,770
CAISO,1,20232408,770
CAISO,1,20232409,770
CAISO,1,20232410,770
CAISO,1,20232411,770
CAISO,1,20232412,770
CAISO,1,20232413,770
CAISO,1,20232414,770
CAISO,1,20232415,770
CAISO,1,20232416,770
CAISO,1,20232417,770
CAISO,1,20232418,770
CAISO,1,20232419,770
CAISO,1,20232420,770
CAISO,1,20232421,770
CAISO,1,20232422,770
CAISO,1,20232423,770
CAISO,1,20232424,770
CAISO,1,20232501,770
CAISO,1,20232502,770
CAISO,1,20232503,770
CAISO,1,20232504,770
CAISO,1,20232505,770
CAISO,1,20232506,770
CAISO,1,20232507,770
CAISO,1,20232508,770
CAISO,1,20232509,770
CAISO,1,20232510,770
CAISO,1,20232511,770
CAISO,1,20232512,770
CAISO,1,20232513,770
CAISO,1,20232514,770
CAISO,1,20232515,770
CAISO,1,20232516,770
CAISO,1,20232517,770
CAISO,1,20232518,770
CAISO,1,20232519,770
CAISO,1,20232520,770
CAISO,1,20232521,770
CAISO,1,20232522,770
CAISO,1,20232523,770
CAISO,1,20232524,770
CAISO,1,20232601,770
CAISO,1,20232602,770
CAISO,1,20232603,770
CAISO,1,20232604,770
CAISO,1,20232605,770
CAISO,1,20232606,770
CAISO,1,20232607,770
CAISO,1,20232608,770
CAISO,1,20232609,770
CAISO,1,20232610,770
CAISO,1,20232611,770
CAISO,1,20232612,770
CAISO,1,20232613,770
CAISO,1,20232614,770
CAISO,1,20232615,770
CAISO,1,20232616,770
CAISO,1,20232617,770
CAISO,1,20232618,770
CAISO,1,20232619,770
CAISO,1,20232620,770
CAISO,1,20232621,770
CAISO,1,20232622,770
CAISO,1,20232623,770
CAISO,1,20232624,770
CAISO,1,20232701,770
CAISO,1,20232702,770
CAISO,1,20232703,770
CAISO,1,20232704,770
CAISO,1,20232705,770
CAISO,1,20232706,770
CAISO,1,20232707,770
CAISO,1,20232708,770
CAISO,1,20232709,770
CAISO,1,20232710,770
CAISO,1,20232711,770
CAISO,1,20232712,770
CAISO,1,20232713,770
CAISO,1,20232714,770
CAISO,1,20232715,770
CAISO,1,20232716,770
CAISO,1,20232717,770
CAISO,1,20232718,770
CAISO,1,20232719,770
CAISO,1,20232720,770
CAISO,1,20232721,770
CAISO,1,20232722,770
CAISO,1,20232723,770
CAISO,1,20232724,770
CAISO,1,20232801,770
CAISO,1,20232802,770
CAISO,1,20232803,770
CAISO,1,20232804,770
CAISO,1,20232805,770
CAISO,1,20232806,770
CAISO,1,20232807,770
CAISO,1,20232808,770
CAISO,1,20232809,770
CAISO,1,20232810,770
CAISO,1,20232811,770
CAISO,1,20232812,770
CAISO,1,20232813,770
CAISO,1,20232814,770
CAISO,1,20232815,770
CAISO,1,20232816,770
CAISO,1,20232817,770
CAISO,1,20232818,770
CAISO,1,20232819,770
CAISO,1,20232820,770
CAISO,1,20232821,770
CAISO,1,20232822,770
CAISO,1,20232823,770
CAISO,1,20232824,770
CAISO,1,20232901,770
CAISO,1,20232902,770
CAISO,1,20232903,770
CAISO,1,20232904,770
CAISO,1,20232905,770
CAISO,1,20232906,770
CAISO,1,20232907,770
CAISO,1,20232908,770
CAISO,1,20232909,770
CAISO,1,20232910,770
CAISO,1,20232911,770
CAISO,1,20232912,770
CAISO,1,20232913,770
CAISO,1,20232914,770
CAISO,1,20232915,770
CAISO,1,20232916,770
CAISO,1,20232917,770
CAISO,1,20232918,770
CAISO,1,20232919,770
CAISO,1,20232920,770
CAISO,1,20232921,770
CAISO,1,20232922,770
CAISO,1,20232923,770
CAISO,1,20232924,770
CAISO,1,20233001,770
CAISO,1,20233002,770
CAISO,1,20233003,770
CAISO,1,20233004,770
CAISO,1,20233005,770
CAISO,1,20233006,770
CAISO,1,20233007,770
CAISO,1,20233008,770
CAISO,1,20233009,770
CAISO,1,20233010,770
CAISO,1,20233011,770
CAISO,1,20233012,770
CAISO,1,20233013,770
CAISO,1,20233014,770
CAISO,1,20233015,770
CAISO,1,20233016,770
CAISO,1,20233017,770
CAISO,1,20233018,770
CAISO,1,20233019,770
CAISO,1,20233020,770
CAISO,1,20233021,770
CAISO,1,20233022,770
CAISO,1,20233023,770
CAISO,1,20233024,770
CAISO,1,20233101,770
CAISO,1,20233102,770
CAISO,1,20233103,770
CAISO,1,20233104,770
CAISO,1,20233105,770
CAISO,1,20233106,770
CAISO,1,20233107,770
CAISO,1,20233108,770
CAISO,1,20233109,770
CAISO,1,20233110,770
CAISO,1,20233111,770
CAISO,1,20233112,770
CAISO,1,20233113,770
CAISO,1,20233114,770
CAISO,1,20233115,770
CAISO,1,20233116,770
CAISO,1,20233117,770
CAISO,1,20233118,770
CAISO,1,20233119,770
CAISO,1,20233120,770
CAISO,1,20233121,770
CAISO,1,20233122,770
CAISO,1,20233123,770
CAISO,1,20233124,770
CAISO,1,20233201,770
CAISO,1,20233202,770
CAISO,1,20233203,770
CAISO,1,20233204,770
CAISO,1,20233205,770
CAISO,1,20233206,770
CAISO,1,20233207,770
CAISO,1,20233208,770
CAISO,1,20233209,770
CAISO,1,20233210,770
CAISO,1,20233211,770
CAISO,1,20233212,770
CAISO,1,20233213,770
CAISO,1,20233214,770
CAISO,1,20233215,770
CAISO,1,20233216,770
CAISO,1,20233217,770
CAISO,1,20233218,770
CAISO,1,20233219,770
CAISO,1,20233220,770
CAISO,1,20233221,770
CAISO,1,20233222,770
CAISO,1,20233223,770
CAISO,1,20233224,770
CAISO,1,20233301,770
CAISO,1,20233302,770
CAISO,1,20233303,770
CAISO,1,20233304,770
CAISO,1,20233305,770
CAISO,1,20233306,770
CAISO,1,20233307,770
CAISO,1,20233308,770
CAISO,1,20233309,770
CAISO,1,20233310,770
CAISO,1,20233311,770
CAISO,1,20233312,770
CAISO,1,20233313,770
CAISO,1,20233314,770
CAISO,1,20233315,770
CAISO,1,20233316,770
CAISO,1,20233317,770
CAISO,1,20233318,770
CAISO,1,20233319,770
CAISO,1,20233320,770
CAISO,1,20233321,770
CAISO,1,20233322,770
CAISO,1,20233323,770
CAISO,1,20233324,770
CAISO,1,20233401,770
CAISO,1,20233402,770
CAISO,1,20233403,770
CAISO,1,20233404,770
CAISO,1,20233405,770
CAISO,1,20233406,770
CAISO,1,20233407,770
CAISO,1,20233408,770
CAISO,1,20233409,770
CAISO,1,20233410,770
CAISO,1,20233411,770
CAISO,1,20233412,770
CAISO,1,20233413,770
CAISO,1,20233414,770
CAISO,1,20233415,770
CAISO,1,20233416,770
CAISO,1,20233417,770
CAISO,1,20233418,770
CAISO,1,20233419,770
CAISO,1,20233420,770
CAISO,1,20233421,770
CAISO,1,20233422,770
CAISO,1,20233423,770
CAISO,1,20233424,770
CAISO,1,20233501,770
CAISO,1,20233502,770
CAISO,1,20233503,770
CAISO,1,20233504,770
CAISO,1,20233505,770
CAISO,1,20233506,770
CAISO,1,20233507,770
CAISO,1,20233508,770
CAISO,1,20233509,770
CAISO,1,20233510,770
CAISO,1,20233511,770
CAISO,1,20233512,770
CAISO,1,20233513,770
CAISO,1,20233514,770
CAISO,1,20233515,770
CAISO,1,20233516,770
CAISO,1,20233517,770
CAISO,1,20233518,770
CAISO,1,20233519,770
CAISO,1,20233520,770
CAISO,1,20233521,770
CAISO,1,20233522,770
CAISO,1,20233523,770
CAISO,1,20233524,770
CAISO,1,20233601,770
CAISO,1,20233602,770
CAISO,1,20233603,770
CAISO,1,20233604,770
CAISO,1,20233605,770
CAISO,1,20233606,770
CAISO,1,20233607,770
CAISO,1,20233608,770
CAISO,1,20233609,770
CAISO,1,20233610,770
CAISO,1,20233611,770
CAISO,1,20233612,770
CAISO,1,20233613,770
CAISO,1,20233614,770
CAISO,1,20233615,770
CAISO,1,20233616,770
CAISO,1,20233617,770
CAISO,1,20233618,770
CAISO,1,20233619,770
CAISO,1,20233620,770
CAISO,1,20233621,770
CAISO,1,20233622,770
CAISO,1,20233623,770
CAISO,1,20233624,770
CAISO,1,20233701,770
CAISO,1,20233702,770
CAISO,1,20233703,770
CAISO,1,20233704,770
CAISO,1,20233705,770
CAISO,1,20233706,770
CAISO,1,20233707,770
CAISO,1,20233708,770
CAISO,1,20233709,770
CAISO,1,20233710,770
CAISO,1,20233711,770
CAISO,1,20233712,770
CAISO,1,20233713,770
CAISO,1,20233714,770
CAISO,1,20233715,770
CAISO,1,20233716,770
CAISO,1,20233717,770
CAISO,1,20233718,770
CAISO,1,20233719,770
CAISO,1,20233720,770
CAISO,1,20233721,770
CAISO,1,20233722,770
CAISO,1,20233723,770
CAISO,1,20233724,770
CAISO,1,20240101,770
CAISO,1,20240102,770
CAISO,1,20240103,770
CAISO,1,20240104,770
CAISO,1,20240105,770
CAISO,1,20240106,770
CAISO,1,20240107,770
CAISO,1,20240108,770
CAISO,1,20240109,770
CAISO,1,20240110,770
CAISO,1,20240111,770
CAISO,1,20240112,770
CAISO,1,20240113,770
CAISO,1,20240114,770
CAISO,1,20240115,770
CAISO,1,20240116,770
CAISO,1,20240117,770
CAISO,1,20240118,770
CAISO,1,20240119,770
CAISO,1,20240120,770
CAISO,1,20240121,770
CAISO,1,20240122,770
CAISO,1,20240123,770
CAISO,1,20240124,770
CAISO,1,20240201,770
CAISO,1,20240202,770
CAISO,1,20240203,770
CAISO,1,20240204,770
CAISO,1,20240205,770
CAISO,1,20240206,770
CAISO,1,20240207,770
CAISO,1,20240208,770
CAISO,1,20240209,770
CAISO,1,20240210,770
CAISO,1,20240211,770
CAISO,1,20240212,770
CAISO,1,20240213,770
CAISO,1,20240214,770
CAISO,1,20240215,770
CAISO,1,20240216,770
CAISO,1,20240217,770
CAISO,1,20240218,770
CAISO,1,20240219,770
CAISO,1,20240220,770
CAISO,1,20240221,770
CAISO,1,20240222,770
CAISO,1,20240223,770
CAISO,1,20240224,770
CAISO,1,20240301,770
CAISO,1,20240302,770
CAISO,1,20240303,770
CAISO,1,20240304,770
CAISO,1,20240305,770
CAISO,1,20240306,770
CAISO,1,20240307,770
CAISO,1,20240308,770
CAISO,1,20240309,770
CAISO,1,20240310,770
CAISO,1,20240311,770
CAISO,1,20240312,770
CAISO,1,20240313,770
CAISO,1,20240314,770
CAISO,1,20240315,770
CAISO,1,20240316,770
CAISO,1,20240317,770
CAISO,1,20240318,770
CAISO,1,20240319,770
CAISO,1,20240320,770
CAISO,1,20240321,770
CAISO,1,20240322,770
CAISO,1,20240323,770
CAISO,1,20240324,770
CAISO,1,20240401,770
CAISO,1,20240402,770
CAISO,1,20240403,770
CAISO,1,20240404,770
CAISO,1,20240405,770
CAISO,1,20240406,770
CAISO,1,20240407,770
CAISO,1,20240408,770
CAISO,1,20240409,770
CAISO,1,20240410,770
CAISO,1,20240411,770
CAISO,1,20240412,770
CAISO,1,20240413,770
CAISO,1,20240414,770
CAISO,1,20240415,770
CAISO,1,20240416,770
CAISO,1,20240417,770
CAISO,1,20240418,770
CAISO,1,20240419,770
CAISO,1,20240420,770
CAISO,1,20240421,770
CAISO,1,20240422,770
CAISO,1,20240423,770
CAISO,1,20240424,770
CAISO,1,20240501,770
CAISO,1,20240502,770
CAISO,1,20240503,770
CAISO,1,20240504,770
CAISO,1,20240505,770
CAISO,1,20240506,770
CAISO,1,20240507,770
CAISO,1,20240508,770
CAISO,1,20240509,770
CAISO,1,20240510,770
CAISO,1,20240511,770
CAISO,1,20240512,770
CAISO,1,20240513,770
CAISO,1,20240514,770
CAISO,1,20240515,770
CAISO,1,20240516,770
CAISO,1,20240517,770
CAISO,1,20240518,770
CAISO,1,20240519,770
CAISO,1,20240520,770
CAISO,1,20240521,770
CAISO,1,20240522,770
CAISO,1,20240523,770
CAISO,1,20240524,770
CAISO,1,20240601,770
CAISO,1,20240602,770
CAISO,1,20240603,770
CAISO,1,20240604,770
CAISO,1,20240605,770
CAISO,1,20240606,770
CAISO,1,20240607,770
CAISO,1,20240608,770
CAISO,1,20240609,770
CAISO,1,20240610,770
CAISO,1,20240611,770
CAISO,1,20240612,770
CAISO,1,20240613,770
CAISO,1,20240614,770
CAISO,1,20240615,770
CAISO,1,20240616,770
CAISO,1,20240617,770
CAISO,1,20240618,770
CAISO,1,20240619,770
CAISO,1,20240620,770
CAISO,1,20240621,770
CAISO,1,20240622,770
CAISO,1,20240623,770
CAISO,1,20240624,770
CAISO,1,20240701,770
CAISO,1,20240702,770
CAISO,1,20240703,770
CAISO,1,20240704,770
CAISO,1,20240705,770
CAISO,1,20240706,770
CAISO,1,20240707,770
CAISO,1,20240708,770
CAISO,1,20240709,770
CAISO,1,20240710,770
CAISO,1,20240711,770
CAISO,1,20240712,770
CAISO,1,20240713,770
CAISO,1,20240714,770
CAISO,1,20240715,770
CAISO,1,20240716,770
CAISO,1,20240717,770
CAISO,1,20240718,770
CAISO,1,20240719,770
CAISO,1,20240720,770
CAISO,1,20240721,770
CAISO,1,20240722,770
CAISO,1,20240723,770
CAISO,1,20240724,770
CAISO,1,20240801,770
CAISO,1,20240802,770
CAISO,1,20240803,770
CAISO,1,20240804,770
CAISO,1,20240805,770
CAISO,1,20240806,770
CAISO,1,20240807,770
CAISO,1,20240808,770
CAISO,1,20240809,770
CAISO,1,20240810,770
CAISO,1,20240811,770
CAISO,1,20240812,770
CAISO,1,20240813,770
CAISO,1,20240814,770
CAISO,1,20240815,770
CAISO,1,20240816,770
CAISO,1,20240817,770
CAISO,1,20240818,770
CAISO,1,20240819,770
CAISO,1,20240820,770
CAISO,1,20240821,770
CAISO,1,20240822,770
CAISO,1,20240823,770
CAISO,1,20240824,770
CAISO,1,20240901,770
CAISO,1,20240902,770
CAISO,1,20240903,770
CAISO,1,20240904,770
CAISO,1,20240905,770
CAISO,1,20240906,770
CAISO,1,20240907,770
CAISO,1,20240908,770
CAISO,1,20240909,770
CAISO,1,20240910,770
CAISO,1,20240911,770
CAISO,1,20240912,770
CAISO,1,20240913,770
CAISO,1,20240914,770
CAISO,1,20240915,770
CAISO,1,20240916,770
CAISO,1,20240917,770
CAISO,1,20240918,770
CAISO,1,20240919,770
CAISO,1,20240920,770
CAISO,1,20240921,770
CAISO,1,20240922,770
CAISO,1,20240923,770
CAISO,1,20240924,770
CAISO,1,20241001,770
CAISO,1,20241002,770
CAISO,1,20241003,770
CAISO,1,20241004,770
CAISO,1,20241005,770
CAISO,1,20241006,770
CAISO,1,20241007,770
CAISO,1,20241008,770
CAISO,1,20241009,770
CAISO,1,20241010,770
CAISO,1,20241011,770
CAISO,1,20241012,770
CAISO,1,20241013,770
CAISO,1,20241014,770
CAISO,1,20241015,770
CAISO,1,20241016,770
CAISO,1,20241017,770
CAISO,1,20241018,770
CAISO,1,20241019,770
CAISO,1,20241020,770
CAISO,1,20241021,770
CAISO,1,20241022,770
CAISO,1,20241023,770
CAISO,1,20241024,770
CAISO,1,20241101,770
CAISO,1,20241102,770
CAISO,1,20241103,770
CAISO,1,20241104,770
CAISO,1,20241105,770
CAISO,1,20241106,770
CAISO,1,20241107,770
CAISO,1,20241108,770
CAISO,1,20241109,770
CAISO,1,20241110,770
CAISO,1,20241111,770
CAISO,1,20241112,770
CAISO,1,20241113,770
CAISO,1,20241114,770
CAISO,1,20241115,770
CAISO,1,20241116,770
CAISO,1,20241117,770
CAISO,1,20241118,770
CAISO,1,20241119,770
CAISO,1,20241120,770
CAISO,1,20241121,770
CAISO,1,20241122,770
CAISO,1,20241123,770
CAISO,1,20241124,770
CAISO,1,20241201,770
CAISO,1,20241202,770
CAISO,1,20241203,770
CAISO,1,20241204,770
CAISO,1,20241205,770
CAISO,1,20241206,770
CAISO,1,20241207,770
CAISO,1,20241208,770
CAISO,1,20241209,770
CAISO,1,20241210,770
CAISO,1,20241211,770
CAISO,1,20241212,770
CAISO,1,20241213,770
CAISO,1,20241214,770
CAISO,1,20241215,770
CAISO,1,20241216,770
CAISO,1,20241217,770
CAISO,1,20241218,770
CAISO,1,20241219,770
CAISO,1,20241220,770
CAISO,1,20241221,770
CAISO,1,20241222,770
CAISO,1,20241223,770
CAISO,1,20241224,770
CAISO,1,20241301,770
CAISO,1,20241302,770
CAISO,1,20241303,770
CAISO,1,20241304,770
CAISO,1,20241305,770
CAISO,1,20241306,770
CAISO,1,20241307,770
CAISO,1,20241308,770
CAISO,1,20241309,770
CAISO,1,20241310,770
CAISO,1,20241311,770
CAISO,1,20241312,770
CAISO,1,20241313,770
CAISO,1,20241314,770
CAISO,1,20241315,770
CAISO,1,20241316,770
CAISO,1,20241317,770
CAISO,1,20241318,770
CAISO,1,20241319,770
CAISO,1,20241320,770
CAISO,1,20241321,770
CAISO,1,20241322,770
CAISO,1,20241323,770
CAISO,1,20241324,770
CAISO,1,20241401,770
CAISO,1,20241402,770
CAISO,1,20241403,770
CAISO,1,20241404,770
CAISO,1,20241405,770
CAISO,1,20241406,770
CAISO,1,20241407,770
CAISO,1,20241408,770
CAISO,1,20241409,770
CAISO,1,20241410,770
CAISO,1,20241411,770
CAISO,1,20241412,770
CAISO,1,20241413,770
CAISO,1,20241414,770
CAISO,1,20241415,770
CAISO,1,20241416,770
CAISO,1,20241417,770
CAISO,1,20241418,770
CAISO,1,20241419,770
CAISO,1,20241420,770
CAISO,1,20241421,770
CAISO,1,20241422,770
CAISO,1,20241423,770
CAISO,1,20241424,770
CAISO,1,20241501,770
CAISO,1,20241502,770
CAISO,1,20241503,770
CAISO,1,20241504,770
CAISO,1,20241505,770
CAISO,1,20241506,770
CAISO,1,20241507,770
CAISO,1,20241508,770
CAISO,1,20241509,770
CAISO,1,20241510,770
CAISO,1,20241511,770
CAISO,1,20241512,770
CAISO,1,20241513,770
CAISO,1,20241514,770
CAISO,1,20241515,770
CAISO,1,20241516,770
CAISO,1,20241517,770
CAISO,1,20241518,770
CAISO,1,20241519,770
CAISO,1,20241520,770
CAISO,1,20241521,770
CAISO,1,20241522,770
CAISO,1,20241523,770
CAISO,1,20241524,770
CAISO,1,20241601,770
CAISO,1,20241602,770
CAISO,1,20241603,770
CAISO,1,20241604,770
CAISO,1,20241605,770
CAISO,1,20241606,770
CAISO,1,20241607,770
CAISO,1,20241608,770
CAISO,1,20241609,770
CAISO,1,20241610,770
CAISO,1,20241611,770
CAISO,1,20241612,770
CAISO,1,20241613,770
CAISO,1,20241614,770
CAISO,1,20241615,770
CAISO,1,20241616,770
CAISO,1,20241617,770
CAISO,1,20241618,770
CAISO,1,20241619,770
CAISO,1,20241620,770
CAISO,1,20241621,770
CAISO,1,20241622,770
CAISO,1,20241623,770
CAISO,1,20241624,770
CAISO,1,20241701,770
CAISO,1,20241702,770
CAISO,1,20241703,770
CAISO,1,20241704,770
CAISO,1,20241705,770
CAISO,1,20241706,770
CAISO,1,20241707,770
CAISO,1,20241708,770
CAISO,1,20241709,770
CAISO,1,20241710,770
CAISO,1,20241711,770
CAISO,1,20241712,770
CAISO,1,20241713,770
CAISO,1,20241714,770
CAISO,1,20241715,770
CAISO,1,20241716,770
CAISO,1,20241717,770
CAISO,1,20241718,770
CAISO,1,20241719,770
CAISO,1,20241720,770
CAISO,1,20241721,770
CAISO,1,20241722,770
CAISO,1,20241723,770
CAISO,1,20241724,770
CAISO,1,20241801,770
CAISO,1,20241802,770
CAISO,1,20241803,770
CAISO,1,20241804,770
CAISO,1,20241805,770
CAISO,1,20241806,770
CAISO,1,20241807,770
CAISO,1,20241808,770
CAISO,1,20241809,770
CAISO,1,20241810,770
CAISO,1,20241811,770
CAISO,1,20241812,770
CAISO,1,20241813,770
CAISO,1,20241814,770
CAISO,1,20241815,770
CAISO,1,20241816,770
CAISO,1,20241817,770
CAISO,1,20241818,770
CAISO,1,20241819,770
CAISO,1,20241820,770
CAISO,1,20241821,770
CAISO,1,20241822,770
CAISO,1,20241823,770
CAISO,1,20241824,770
CAISO,1,20241901,770
CAISO,1,20241902,770
CAISO,1,20241903,770
CAISO,1,20241904,770
CAISO,1,20241905,770
CAISO,1,20241906,770
CAISO,1,20241907,770
CAISO,1,20241908,770
CAISO,1,20241909,770
CAISO,1,20241910,770
CAISO,1,20241911,770
CAISO,1,20241912,770
CAISO,1,20241913,770
CAISO,1,20241914,770
CAISO,1,20241915,770
CAISO,1,20241916,770
CAISO,1,20241917,770
CAISO,1,20241918,770
CAISO,1,20241919,770
CAISO,1,20241920,770
CAISO,1,20241921,770
CAISO,1,20241922,770
CAISO,1,20241923,770
CAISO,1,20241924,770
CAISO,1,20242001,770
CAISO,1,20242002,770
CAISO,1,20242003,770
CAISO,1,20242004,770
CAISO,1,20242005,770
CAISO,1,20242006,770
CAISO,1,20242007,770
CAISO,1,20242008,770
CAISO,1,20242009,770
CAISO,1,20242010,770
CAISO,1,20242011,770
CAISO,1,20242012,770
CAISO,1,20242013,770
CAISO,1,20242014,770
CAISO,1,20242015,770
CAISO,1,20242016,770
CAISO,1,20242017,770
CAISO,1,20242018,770
CAISO,1,20242019,770
CAISO,1,20242020,770
CAISO,1,20242021,770
CAISO,1,20242022,770
CAISO,1,20242023,770
CAISO,1,20242024,770
CAISO,1,20242101,770
CAISO,1,20242102,770
CAISO,1,20242103,770
CAISO,1,20242104,770
CAISO,1,20242105,770
CAISO,1,20242106,770
CAISO,1,20242107,770
CAISO,1,20242108,770
CAISO,1,20242109,770
CAISO,1,20242110,770
CAISO,1,20242111,770
CAISO,1,20242112,770
CAISO,1,20242113,770
CAISO,1,20242114,770
CAISO,1,20242115,770
CAISO,1,20242116,770
CAISO,1,20242117,770
CAISO,1,20242118,770
CAISO,1,20242119,770
CAISO,1,20242120,770
CAISO,1,20242121,770
CAISO,1,20242122,770
CAISO,1,20242123,770
CAISO,1,20242124,770
CAISO,1,20242201,770
CAISO,1,20242202,770
CAISO,1,20242203,770
CAISO,1,20242204,770
CAISO,1,20242205,770
CAISO,1,20242206,770
CAISO,1,20242207,770
CAISO,1,20242208,770
CAISO,1,20242209,770
CAISO,1,20242210,770
CAISO,1,20242211,770
CAISO,1,20242212,770
CAISO,1,20242213,770
CAISO,1,20242214,770
CAISO,1,20242215,770
CAISO,1,20242216,770
CAISO,1,20242217,770
CAISO,1,20242218,770
CAISO,1,20242219,770
CAISO,1,20242220,770
CAISO,1,20242221,770
CAISO,1,20242222,770
CAISO,1,20242223,770
CAISO,1,20242224,770
CAISO,1,20242301,770
CAISO,1,20242302,770
CAISO,1,20242303,770
CAISO,1,20242304,770
CAISO,1,20242305,770
CAISO,1,20242306,770
CAISO,1,20242307,770
CAISO,1,20242308,770
CAISO,1,20242309,770
CAISO,1,20242310,770
CAISO,1,20242311,770
CAISO,1,20242312,770
CAISO,1,20242313,770
CAISO,1,20242314,770
CAISO,1,20242315,770
CAISO,1,20242316,770
CAISO,1,20242317,770
CAISO,1,20242318,770
CAISO,1,20242319,770
CAISO,1,20242320,770
CAISO,1,20242321,770
CAISO,1,20242322,770
CAISO,1,20242323,770
CAISO,1,20242324,770
CAISO,1,20242401,770
CAISO,1,20242402,770
CAISO,1,20242403,770
CAISO,1,20242404,770
CAISO,1,20242405,770
CAISO,1,20242406,770
CAISO,1,20242407,770
CAISO,1,20242408,770
CAISO,1,20242409,770
CAISO,1,20242410,770
CAISO,1,20242411,770
CAISO,1,20242412,770
CAISO,1,20242413,770
CAISO,1,20242414,770
CAISO,1,20242415,770
CAISO,1,20242416,770
CAISO,1,20242417,770
CAISO,1,20242418,770
CAISO,1,20242419,770
CAISO,1,20242420,770
CAISO,1,20242421,770
CAISO,1,20242422,770
CAISO,1,20242423,770
CAISO,1,20242424,770
CAISO,1,20242501,770
CAISO,1,20242502,770
CAISO,1,20242503,770
CAISO,1,20242504,770
CAISO,1,20242505,770
CAISO,1,20242506,770
CAISO,1,20242507,770
CAISO,1,20242508,770
CAISO,1,20242509,770
CAISO,1,20242510,770
CAISO,1,20242511,770
CAISO,1,20242512,770
CAISO,1,20242513,770
CAISO,1,20242514,770
CAISO,1,20242515,770
CAISO,1,20242516,770
CAISO,1,20242517,770
CAISO,1,20242518,770
CAISO,1,20242519,770
CAISO,1,20242520,770
CAISO,1,20242521,770
CAISO,1,20242522,770
CAISO,1,20242523,770
CAISO,1,20242524,770
CAISO,1,20242601,770
CAISO,1,20242602,770
CAISO,1,20242603,770
CAISO,1,20242604,770
CAISO,1,20242605,770
CAISO,1,20242606,770
CAISO,1,20242607,770
CAISO,1,20242608,770
CAISO,1,20242609,770
CAISO,1,20242610,770
CAISO,1,20242611,770
CAISO,1,20242612,770
CAISO,1,20242613,770
CAISO,1,20242614,770
CAISO,1,20242615,770
CAISO,1,20242616,770
CAISO,1,20242617,770
CAISO,1,20242618,770
CAISO,1,20242619,770
CAISO,1,20242620,770
CAISO,1,20242621,770
CAISO,1,20242622,770
CAISO,1,20242623,770
CAISO,1,20242624,770
CAISO,1,20242701,770
CAISO,1,20242702,770
CAISO,1,20242703,770
CAISO,1,20242704,770
CAISO,1,20242705,770
CAISO,1,20242706,770
CAISO,1,20242707,770
CAISO,1,20242708,770
CAISO,1,20242709,770
CAISO,1,20242710,770
CAISO,1,20242711,770
CAISO,1,20242712,770
CAISO,1,20242713,770
CAISO,1,20242714,770
CAISO,1,20242715,770
CAISO,1,20242716,770
CAISO,1,20242717,770
CAISO,1,20242718,770
CAISO,1,20242719,770
CAISO,1,20242720,770
CAISO,1,20242721,770
CAISO,1,20242722,770
CAISO,1,20242723,770
CAISO,1,20242724,770
CAISO,1,20242801,770
CAISO,1,20242802,770
CAISO,1,20242803,770
CAISO,1,20242804,770
CAISO,1,20242805,770
CAISO,1,20242806,770
CAISO,1,20242807,770
CAISO,1,20242808,770
CAISO,1,20242809,770
CAISO,1,20242810,770
CAISO,1,20242811,770
CAISO,1,20242812,770
CAISO,1,20242813,770
CAISO,1,20242814,770
CAISO,1,20242815,770
CAISO,1,20242816,770
CAISO,1,20242817,770
CAISO,1,20242818,770
CAISO,1,20242819,770
CAISO,1,20242820,770
CAISO,1,20242821,770
CAISO,1,20242822,770
CAISO,1,20242823,770
CAISO,1,20242824,770
CAISO,1,20242901,770
CAISO,1,20242902,770
CAISO,1,20242903,770
CAISO,1,20242904,770
CAISO,1,20242905,770
CAISO,1,20242906,770
CAISO,1,20242907,770
CAISO,1,20242908,770
CAISO,1,20242909,770
CAISO,1,20242910,770
CAISO,1,20242911,770
CAISO,1,20242912,770
CAISO,1,20242913,770
CAISO,1,20242914,770
CAISO,1,20242915,770
CAISO,1,20242916,770
CAISO,1,20242917,770
CAISO,1,20242918,770
CAISO,1,20242919,770
CAISO,1,20242920,770
CAISO,1,20242921,770
CAISO,1,20242922,770
CAISO,1,20242923,770
CAISO,1,20242924,770
CAISO,1,20243001,770
CAISO,1,20243002,770
CAISO,1,20243003,770
CAISO,1,20243004,770
CAISO,1,20243005,770
CAISO,1,20243006,770
CAISO,1,20243007,770
CAISO,1,20243008,770
CAISO,1,20243009,770
CAISO,1,20243010,770
CAISO,1,20243011,770
CAISO,1,20243012,770
CAISO,1,20243013,770
CAISO,1,20243014,770
CAISO,1,20243015,770
CAISO,1,20243016,770
CAISO,1,20243017,770
CAISO,1,20243018,770
CAISO,1,20243019,770
CAISO,1,20243020,770
CAISO,1,20243021,770
CAISO,1,20243022,770
CAISO,1,20243023,770
CAISO,1,20243024,770
CAISO,1,20243101,770
CAISO,1,20243102,770
CAISO,1,20243103,770
CAISO,1,20243104,770
CAISO,1,20243105,770
CAISO,1,20243106,770
CAISO,1,20243107,770
CAISO,1,20243108,770
CAISO,1,20243109,770
CAISO,1,20243110,770
CAISO,1,20243111,770
CAISO,1,20243112,770
CAISO,1,20243113,770
CAISO,1,20243114,770
CAISO,1,20243115,770
CAISO,1,20243116,770
CAISO,1,20243117,770
CAISO,1,20243118,770
CAISO,1,20243119,770
CAISO,1,20243120,770
CAISO,1,20243121,770
CAISO,1,20243122,770
