lf_reserves_up_ba,stage_id,timepoint,lf_reserves_up_mw
CAISO,1,20231501,1708
CAISO,1,20231502,1812
CAISO,1,20231503,1619
CAISO,1,20231504,1597
CAISO,1,20231505,1944
CAISO,1,20231506,2570
CAISO,1,20231507,2655
CAISO,1,20231508,2560
CAISO,1,20231509,2749
CAISO,1,20231510,2326
CAISO,1,20231511,1207
CAISO,1,20231512,729
CAISO,1,20231513,1266
CAISO,1,20231514,2050
CAISO,1,20231515,2865
CAISO,1,20231516,3136
CAISO,1,20231517,2476
CAISO,1,20231518,2749
CAISO,1,20231519,2201
CAISO,1,20231520,1551
CAISO,1,20231521,1354
CAISO,1,20231522,1437
CAISO,1,20231523,1398
CAISO,1,20231524,1495
CAISO,1,20231601,1708
CAISO,1,20231602,1812
CAISO,1,20231603,1619
CAISO,1,20231604,1597
CAISO,1,20231605,1944
CAISO,1,20231606,2570
CAISO,1,20231607,2655
CAISO,1,20231608,2560
CAISO,1,20231609,2749
CAISO,1,20231610,2326
CAISO,1,20231611,1207
CAISO,1,20231612,729
CAISO,1,20231613,1266
CAISO,1,20231614,2050
CAISO,1,20231615,2865
CAISO,1,20231616,3136
CAISO,1,20231617,2476
CAISO,1,20231618,2749
CAISO,1,20231619,2201
CAISO,1,20231620,1551
CAISO,1,20231621,1354
CAISO,1,20231622,1437
CAISO,1,20231623,1398
CAISO,1,20231624,1495
CAISO,1,20231701,1708
CAISO,1,20231702,1812
CAISO,1,20231703,1619
CAISO,1,20231704,1597
CAISO,1,20231705,1944
CAISO,1,20231706,2570
CAISO,1,20231707,2655
CAISO,1,20231708,2560
CAISO,1,20231709,2749
CAISO,1,20231710,2326
CAISO,1,20231711,1207
CAISO,1,20231712,729
CAISO,1,20231713,1266
CAISO,1,20231714,2050
CAISO,1,20231715,2865
CAISO,1,20231716,3136
CAISO,1,20231717,2476
CAISO,1,20231718,2749
CAISO,1,20231719,2201
CAISO,1,20231720,1551
CAISO,1,20231721,1354
CAISO,1,20231722,1437
CAISO,1,20231723,1398
CAISO,1,20231724,1495
CAISO,1,20231801,1503
CAISO,1,20231802,1519
CAISO,1,20231803,1550
CAISO,1,20231804,1749
CAISO,1,20231805,1781
CAISO,1,20231806,1878
CAISO,1,20231807,2497
CAISO,1,20231808,2735
CAISO,1,20231809,2975
CAISO,1,20231810,3099
CAISO,1,20231811,1992
CAISO,1,20231812,1635
CAISO,1,20231813,1819
CAISO,1,20231814,2696
CAISO,1,20231815,3016
CAISO,1,20231816,2842
CAISO,1,20231817,2469
CAISO,1,20231818,2891
CAISO,1,20231819,2351
CAISO,1,20231820,1868
CAISO,1,20231821,1566
CAISO,1,20231822,1324
CAISO,1,20231823,1402
CAISO,1,20231824,1422
CAISO,1,20231901,2012
CAISO,1,20231902,1827
CAISO,1,20231903,1714
CAISO,1,20231904,1917
CAISO,1,20231905,2392
CAISO,1,20231906,2705
CAISO,1,20231907,2516
CAISO,1,20231908,2986
CAISO,1,20231909,3160
CAISO,1,20231910,2381
CAISO,1,20231911,1418
CAISO,1,20231912,1292
CAISO,1,20231913,1649
CAISO,1,20231914,2207
CAISO,1,20231915,3265
CAISO,1,20231916,3709
CAISO,1,20231917,2908
CAISO,1,20231918,2724
CAISO,1,20231919,2866
CAISO,1,20231920,2490
CAISO,1,20231921,1777
CAISO,1,20231922,1605
CAISO,1,20231923,1715
CAISO,1,20231924,1835
CAISO,1,20232001,2012
CAISO,1,20232002,1827
CAISO,1,20232003,1714
CAISO,1,20232004,1917
CAISO,1,20232005,2392
CAISO,1,20232006,2705
CAISO,1,20232007,2516
CAISO,1,20232008,2986
CAISO,1,20232009,3160
CAISO,1,20232010,2381
CAISO,1,20232011,1418
CAISO,1,20232012,1292
CAISO,1,20232013,1649
CAISO,1,20232014,2207
CAISO,1,20232015,3265
CAISO,1,20232016,3709
CAISO,1,20232017,2908
CAISO,1,20232018,2724
CAISO,1,20232019,2866
CAISO,1,20232020,2490
CAISO,1,20232021,1777
CAISO,1,20232022,1605
CAISO,1,20232023,1715
CAISO,1,20232024,1835
CAISO,1,20232101,2012
CAISO,1,20232102,1827
CAISO,1,20232103,1714
CAISO,1,20232104,1917
CAISO,1,20232105,2392
CAISO,1,20232106,2705
CAISO,1,20232107,2516
CAISO,1,20232108,2986
CAISO,1,20232109,3160
CAISO,1,20232110,2381
CAISO,1,20232111,1418
CAISO,1,20232112,1292
CAISO,1,20232113,1649
CAISO,1,20232114,2207
CAISO,1,20232115,3265
CAISO,1,20232116,3709
CAISO,1,20232117,2908
CAISO,1,20232118,2724
CAISO,1,20232119,2866
CAISO,1,20232120,2490
CAISO,1,20232121,1777
CAISO,1,20232122,1605
CAISO,1,20232123,1715
CAISO,1,20232124,1835
CAISO,1,20232201,1743
CAISO,1,20232202,1889
CAISO,1,20232203,2091
CAISO,1,20232204,2164
CAISO,1,20232205,2740
CAISO,1,20232206,3082
CAISO,1,20232207,3168
CAISO,1,20232208,2581
CAISO,1,20232209,1623
CAISO,1,20232210,1189
CAISO,1,20232211,1265
CAISO,1,20232212,1249
CAISO,1,20232213,1563
CAISO,1,20232214,1996
CAISO,1,20232215,2373
CAISO,1,20232216,1497
CAISO,1,20232217,1373
CAISO,1,20232218,2288
CAISO,1,20232219,2750
CAISO,1,20232220,2442
CAISO,1,20232221,1755
CAISO,1,20232222,1531
CAISO,1,20232223,1671
CAISO,1,20232224,1709
CAISO,1,20232301,1743
CAISO,1,20232302,1889
CAISO,1,20232303,2091
CAISO,1,20232304,2164
CAISO,1,20232305,2740
CAISO,1,20232306,3082
CAISO,1,20232307,3168
CAISO,1,20232308,2581
CAISO,1,20232309,1623
CAISO,1,20232310,1189
CAISO,1,20232311,1265
CAISO,1,20232312,1249
CAISO,1,20232313,1563
CAISO,1,20232314,1996
CAISO,1,20232315,2373
CAISO,1,20232316,1497
CAISO,1,20232317,1373
CAISO,1,20232318,2288
CAISO,1,20232319,2750
CAISO,1,20232320,2442
CAISO,1,20232321,1755
CAISO,1,20232322,1531
CAISO,1,20232323,1671
CAISO,1,20232324,1709
CAISO,1,20232401,1708
CAISO,1,20232402,1812
CAISO,1,20232403,1619
CAISO,1,20232404,1597
CAISO,1,20232405,1944
CAISO,1,20232406,2570
CAISO,1,20232407,2655
CAISO,1,20232408,2560
CAISO,1,20232409,2749
CAISO,1,20232410,2326
CAISO,1,20232411,1207
CAISO,1,20232412,729
CAISO,1,20232413,1266
CAISO,1,20232414,2050
CAISO,1,20232415,2865
CAISO,1,20232416,3136
CAISO,1,20232417,2476
CAISO,1,20232418,2749
CAISO,1,20232419,2201
CAISO,1,20232420,1551
CAISO,1,20232421,1354
CAISO,1,20232422,1437
CAISO,1,20232423,1398
CAISO,1,20232424,1495
CAISO,1,20232501,1708
CAISO,1,20232502,1812
CAISO,1,20232503,1619
CAISO,1,20232504,1597
CAISO,1,20232505,1944
CAISO,1,20232506,2570
CAISO,1,20232507,2655
CAISO,1,20232508,2560
CAISO,1,20232509,2749
CAISO,1,20232510,2326
CAISO,1,20232511,1207
CAISO,1,20232512,729
CAISO,1,20232513,1266
CAISO,1,20232514,2050
CAISO,1,20232515,2865
CAISO,1,20232516,3136
CAISO,1,20232517,2476
CAISO,1,20232518,2749
CAISO,1,20232519,2201
CAISO,1,20232520,1551
CAISO,1,20232521,1354
CAISO,1,20232522,1437
CAISO,1,20232523,1398
CAISO,1,20232524,1495
CAISO,1,20232601,1503
CAISO,1,20232602,1519
CAISO,1,20232603,1550
CAISO,1,20232604,1749
CAISO,1,20232605,1781
CAISO,1,20232606,1878
CAISO,1,20232607,2497
CAISO,1,20232608,2735
CAISO,1,20232609,2975
CAISO,1,20232610,3099
CAISO,1,20232611,1992
CAISO,1,20232612,1635
CAISO,1,20232613,1819
CAISO,1,20232614,2696
CAISO,1,20232615,3016
CAISO,1,20232616,2842
CAISO,1,20232617,2469
CAISO,1,20232618,2891
CAISO,1,20232619,2351
CAISO,1,20232620,1868
CAISO,1,20232621,1566
CAISO,1,20232622,1324
CAISO,1,20232623,1402
CAISO,1,20232624,1422
CAISO,1,20232701,1503
CAISO,1,20232702,1519
CAISO,1,20232703,1550
CAISO,1,20232704,1749
CAISO,1,20232705,1781
CAISO,1,20232706,1878
CAISO,1,20232707,2497
CAISO,1,20232708,2735
CAISO,1,20232709,2975
CAISO,1,20232710,3099
CAISO,1,20232711,1992
CAISO,1,20232712,1635
CAISO,1,20232713,1819
CAISO,1,20232714,2696
CAISO,1,20232715,3016
CAISO,1,20232716,2842
CAISO,1,20232717,2469
CAISO,1,20232718,2891
CAISO,1,20232719,2351
CAISO,1,20232720,1868
CAISO,1,20232721,1566
CAISO,1,20232722,1324
CAISO,1,20232723,1402
CAISO,1,20232724,1422
CAISO,1,20232801,1503
CAISO,1,20232802,1519
CAISO,1,20232803,1550
CAISO,1,20232804,1749
CAISO,1,20232805,1781
CAISO,1,20232806,1878
CAISO,1,20232807,2497
CAISO,1,20232808,2735
CAISO,1,20232809,2975
CAISO,1,20232810,3099
CAISO,1,20232811,1992
CAISO,1,20232812,1635
CAISO,1,20232813,1819
CAISO,1,20232814,2696
CAISO,1,20232815,3016
CAISO,1,20232816,2842
CAISO,1,20232817,2469
CAISO,1,20232818,2891
CAISO,1,20232819,2351
CAISO,1,20232820,1868
CAISO,1,20232821,1566
CAISO,1,20232822,1324
CAISO,1,20232823,1402
CAISO,1,20232824,1422
CAISO,1,20232901,2012
CAISO,1,20232902,1827
CAISO,1,20232903,1714
CAISO,1,20232904,1917
CAISO,1,20232905,2392
CAISO,1,20232906,2705
CAISO,1,20232907,2516
CAISO,1,20232908,2986
CAISO,1,20232909,3160
CAISO,1,20232910,2381
CAISO,1,20232911,1418
CAISO,1,20232912,1292
CAISO,1,20232913,1649
CAISO,1,20232914,2207
CAISO,1,20232915,3265
CAISO,1,20232916,3709
CAISO,1,20232917,2908
CAISO,1,20232918,2724
CAISO,1,20232919,2866
CAISO,1,20232920,2490
CAISO,1,20232921,1777
CAISO,1,20232922,1605
CAISO,1,20232923,1715
CAISO,1,20232924,1835
CAISO,1,20233001,2012
CAISO,1,20233002,1827
CAISO,1,20233003,1714
CAISO,1,20233004,1917
CAISO,1,20233005,2392
CAISO,1,20233006,2705
CAISO,1,20233007,2516
CAISO,1,20233008,2986
CAISO,1,20233009,3160
CAISO,1,20233010,2381
CAISO,1,20233011,1418
CAISO,1,20233012,1292
CAISO,1,20233013,1649
CAISO,1,20233014,2207
CAISO,1,20233015,3265
CAISO,1,20233016,3709
CAISO,1,20233017,2908
CAISO,1,20233018,2724
CAISO,1,20233019,2866
CAISO,1,20233020,2490
CAISO,1,20233021,1777
CAISO,1,20233022,1605
CAISO,1,20233023,1715
CAISO,1,20233024,1835
CAISO,1,20233101,2012
CAISO,1,20233102,1827
CAISO,1,20233103,1714
CAISO,1,20233104,1917
CAISO,1,20233105,2392
CAISO,1,20233106,2705
CAISO,1,20233107,2516
CAISO,1,20233108,2986
CAISO,1,20233109,3160
CAISO,1,20233110,2381
CAISO,1,20233111,1418
CAISO,1,20233112,1292
CAISO,1,20233113,1649
CAISO,1,20233114,2207
CAISO,1,20233115,3265
CAISO,1,20233116,3709
CAISO,1,20233117,2908
CAISO,1,20233118,2724
CAISO,1,20233119,2866
CAISO,1,20233120,2490
CAISO,1,20233121,1777
CAISO,1,20233122,1605
CAISO,1,20233123,1715
CAISO,1,20233124,1835
CAISO,1,20233201,2012
CAISO,1,20233202,1827
CAISO,1,20233203,1714
CAISO,1,20233204,1917
CAISO,1,20233205,2392
CAISO,1,20233206,2705
CAISO,1,20233207,2516
CAISO,1,20233208,2986
CAISO,1,20233209,3160
CAISO,1,20233210,2381
CAISO,1,20233211,1418
CAISO,1,20233212,1292
CAISO,1,20233213,1649
CAISO,1,20233214,2207
CAISO,1,20233215,3265
CAISO,1,20233216,3709
CAISO,1,20233217,2908
CAISO,1,20233218,2724
CAISO,1,20233219,2866
CAISO,1,20233220,2490
CAISO,1,20233221,1777
CAISO,1,20233222,1605
CAISO,1,20233223,1715
CAISO,1,20233224,1835
CAISO,1,20233301,2012
CAISO,1,20233302,1827
CAISO,1,20233303,1714
CAISO,1,20233304,1917
CAISO,1,20233305,2392
CAISO,1,20233306,2705
CAISO,1,20233307,2516
CAISO,1,20233308,2986
CAISO,1,20233309,3160
CAISO,1,20233310,2381
CAISO,1,20233311,1418
CAISO,1,20233312,1292
CAISO,1,20233313,1649
CAISO,1,20233314,2207
CAISO,1,20233315,3265
CAISO,1,20233316,3709
CAISO,1,20233317,2908
CAISO,1,20233318,2724
CAISO,1,20233319,2866
CAISO,1,20233320,2490
CAISO,1,20233321,1777
CAISO,1,20233322,1605
CAISO,1,20233323,1715
CAISO,1,20233324,1835
CAISO,1,20233401,2012
CAISO,1,20233402,1827
CAISO,1,20233403,1714
CAISO,1,20233404,1917
CAISO,1,20233405,2392
CAISO,1,20233406,2705
CAISO,1,20233407,2516
CAISO,1,20233408,2986
CAISO,1,20233409,3160
CAISO,1,20233410,2381
CAISO,1,20233411,1418
CAISO,1,20233412,1292
CAISO,1,20233413,1649
CAISO,1,20233414,2207
CAISO,1,20233415,3265
CAISO,1,20233416,3709
CAISO,1,20233417,2908
CAISO,1,20233418,2724
CAISO,1,20233419,2866
CAISO,1,20233420,2490
CAISO,1,20233421,1777
CAISO,1,20233422,1605
CAISO,1,20233423,1715
CAISO,1,20233424,1835
CAISO,1,20233501,1743
CAISO,1,20233502,1889
CAISO,1,20233503,2091
CAISO,1,20233504,2164
CAISO,1,20233505,2740
CAISO,1,20233506,3082
CAISO,1,20233507,3168
CAISO,1,20233508,2581
CAISO,1,20233509,1623
CAISO,1,20233510,1189
CAISO,1,20233511,1265
CAISO,1,20233512,1249
CAISO,1,20233513,1563
CAISO,1,20233514,1996
CAISO,1,20233515,2373
CAISO,1,20233516,1497
CAISO,1,20233517,1373
CAISO,1,20233518,2288
CAISO,1,20233519,2750
CAISO,1,20233520,2442
CAISO,1,20233521,1755
CAISO,1,20233522,1531
CAISO,1,20233523,1671
CAISO,1,20233524,1709
CAISO,1,20233601,1743
CAISO,1,20233602,1889
CAISO,1,20233603,2091
CAISO,1,20233604,2164
CAISO,1,20233605,2740
CAISO,1,20233606,3082
CAISO,1,20233607,3168
CAISO,1,20233608,2581
CAISO,1,20233609,1623
CAISO,1,20233610,1189
CAISO,1,20233611,1265
CAISO,1,20233612,1249
CAISO,1,20233613,1563
CAISO,1,20233614,1996
CAISO,1,20233615,2373
CAISO,1,20233616,1497
CAISO,1,20233617,1373
CAISO,1,20233618,2288
CAISO,1,20233619,2750
CAISO,1,20233620,2442
CAISO,1,20233621,1755
CAISO,1,20233622,1531
CAISO,1,20233623,1671
CAISO,1,20233624,1709
CAISO,1,20233701,1708
CAISO,1,20233702,1812
CAISO,1,20233703,1619
CAISO,1,20233704,1597
CAISO,1,20233705,1944
CAISO,1,20233706,2570
CAISO,1,20233707,2655
CAISO,1,20233708,2560
CAISO,1,20233709,2749
CAISO,1,20233710,2326
CAISO,1,20233711,1207
CAISO,1,20233712,729
CAISO,1,20233713,1266
CAISO,1,20233714,2050
CAISO,1,20233715,2865
CAISO,1,20233716,3136
CAISO,1,20233717,2476
CAISO,1,20233718,2749
CAISO,1,20233719,2201
CAISO,1,20233720,1551
CAISO,1,20233721,1354
CAISO,1,20233722,1437
CAISO,1,20233723,1398
CAISO,1,20233724,1495
CAISO,1,20240101,1547
CAISO,1,20240102,1561
CAISO,1,20240103,1592
CAISO,1,20240104,1794
CAISO,1,20240105,1824
CAISO,1,20240106,1920
CAISO,1,20240107,2602
CAISO,1,20240108,2906
CAISO,1,20240109,3248
CAISO,1,20240110,3378
CAISO,1,20240111,2193
CAISO,1,20240112,1783
CAISO,1,20240113,1985
CAISO,1,20240114,2942
CAISO,1,20240115,3300
CAISO,1,20240116,3097
CAISO,1,20240117,2616
CAISO,1,20240118,2996
CAISO,1,20240119,2404
CAISO,1,20240120,1917
CAISO,1,20240121,1609
CAISO,1,20240122,1364
CAISO,1,20240123,1446
CAISO,1,20240124,1466
CAISO,1,20240201,1547
CAISO,1,20240202,1561
CAISO,1,20240203,1592
CAISO,1,20240204,1794
CAISO,1,20240205,1824
CAISO,1,20240206,1920
CAISO,1,20240207,2602
CAISO,1,20240208,2906
CAISO,1,20240209,3248
CAISO,1,20240210,3378
CAISO,1,20240211,2193
CAISO,1,20240212,1783
CAISO,1,20240213,1985
CAISO,1,20240214,2942
CAISO,1,20240215,3300
CAISO,1,20240216,3097
CAISO,1,20240217,2616
CAISO,1,20240218,2996
CAISO,1,20240219,2404
CAISO,1,20240220,1917
CAISO,1,20240221,1609
CAISO,1,20240222,1364
CAISO,1,20240223,1446
CAISO,1,20240224,1466
CAISO,1,20240301,1547
CAISO,1,20240302,1561
CAISO,1,20240303,1592
CAISO,1,20240304,1794
CAISO,1,20240305,1824
CAISO,1,20240306,1920
CAISO,1,20240307,2602
CAISO,1,20240308,2906
CAISO,1,20240309,3248
CAISO,1,20240310,3378
CAISO,1,20240311,2193
CAISO,1,20240312,1783
CAISO,1,20240313,1985
CAISO,1,20240314,2942
CAISO,1,20240315,3300
CAISO,1,20240316,3097
CAISO,1,20240317,2616
CAISO,1,20240318,2996
CAISO,1,20240319,2404
CAISO,1,20240320,1917
CAISO,1,20240321,1609
CAISO,1,20240322,1364
CAISO,1,20240323,1446
CAISO,1,20240324,1466
CAISO,1,20240401,2068
CAISO,1,20240402,1876
CAISO,1,20240403,1759
CAISO,1,20240404,1966
CAISO,1,20240405,2489
CAISO,1,20240406,2838
CAISO,1,20240407,2672
CAISO,1,20240408,3251
CAISO,1,20240409,3509
CAISO,1,20240410,2617
CAISO,1,20240411,1600
CAISO,1,20240412,1479
CAISO,1,20240413,1842
CAISO,1,20240414,2459
CAISO,1,20240415,3594
CAISO,1,20240416,4043
CAISO,1,20240417,3173
CAISO,1,20240418,2894
CAISO,1,20240419,2990
CAISO,1,20240420,2563
CAISO,1,20240421,1826
CAISO,1,20240422,1655
CAISO,1,20240423,1769
CAISO,1,20240424,1886
CAISO,1,20240501,2068
CAISO,1,20240502,1876
CAISO,1,20240503,1759
CAISO,1,20240504,1966
CAISO,1,20240505,2489
CAISO,1,20240506,2838
CAISO,1,20240507,2672
CAISO,1,20240508,3251
CAISO,1,20240509,3509
CAISO,1,20240510,2617
CAISO,1,20240511,1600
CAISO,1,20240512,1479
CAISO,1,20240513,1842
CAISO,1,20240514,2459
CAISO,1,20240515,3594
CAISO,1,20240516,4043
CAISO,1,20240517,3173
CAISO,1,20240518,2894
CAISO,1,20240519,2990
CAISO,1,20240520,2563
CAISO,1,20240521,1826
CAISO,1,20240522,1655
CAISO,1,20240523,1769
CAISO,1,20240524,1886
CAISO,1,20240601,2068
CAISO,1,20240602,1876
CAISO,1,20240603,1759
CAISO,1,20240604,1966
CAISO,1,20240605,2489
CAISO,1,20240606,2838
CAISO,1,20240607,2672
CAISO,1,20240608,3251
CAISO,1,20240609,3509
CAISO,1,20240610,2617
CAISO,1,20240611,1600
CAISO,1,20240612,1479
CAISO,1,20240613,1842
CAISO,1,20240614,2459
CAISO,1,20240615,3594
CAISO,1,20240616,4043
CAISO,1,20240617,3173
CAISO,1,20240618,2894
CAISO,1,20240619,2990
CAISO,1,20240620,2563
CAISO,1,20240621,1826
CAISO,1,20240622,1655
CAISO,1,20240623,1769
CAISO,1,20240624,1886
CAISO,1,20240701,2068
CAISO,1,20240702,1876
CAISO,1,20240703,1759
CAISO,1,20240704,1966
CAISO,1,20240705,2489
CAISO,1,20240706,2838
CAISO,1,20240707,2672
CAISO,1,20240708,3251
CAISO,1,20240709,3509
CAISO,1,20240710,2617
CAISO,1,20240711,1600
CAISO,1,20240712,1479
CAISO,1,20240713,1842
CAISO,1,20240714,2459
CAISO,1,20240715,3594
CAISO,1,20240716,4043
CAISO,1,20240717,3173
CAISO,1,20240718,2894
CAISO,1,20240719,2990
CAISO,1,20240720,2563
CAISO,1,20240721,1826
CAISO,1,20240722,1655
CAISO,1,20240723,1769
CAISO,1,20240724,1886
CAISO,1,20240801,2068
CAISO,1,20240802,1876
CAISO,1,20240803,1759
CAISO,1,20240804,1966
CAISO,1,20240805,2489
CAISO,1,20240806,2838
CAISO,1,20240807,2672
CAISO,1,20240808,3251
CAISO,1,20240809,3509
CAISO,1,20240810,2617
CAISO,1,20240811,1600
CAISO,1,20240812,1479
CAISO,1,20240813,1842
CAISO,1,20240814,2459
CAISO,1,20240815,3594
CAISO,1,20240816,4043
CAISO,1,20240817,3173
CAISO,1,20240818,2894
CAISO,1,20240819,2990
CAISO,1,20240820,2563
CAISO,1,20240821,1826
CAISO,1,20240822,1655
CAISO,1,20240823,1769
CAISO,1,20240824,1886
CAISO,1,20240901,2068
CAISO,1,20240902,1876
CAISO,1,20240903,1759
CAISO,1,20240904,1966
CAISO,1,20240905,2489
CAISO,1,20240906,2838
CAISO,1,20240907,2672
CAISO,1,20240908,3251
CAISO,1,20240909,3509
CAISO,1,20240910,2617
CAISO,1,20240911,1600
CAISO,1,20240912,1479
CAISO,1,20240913,1842
CAISO,1,20240914,2459
CAISO,1,20240915,3594
CAISO,1,20240916,4043
CAISO,1,20240917,3173
CAISO,1,20240918,2894
CAISO,1,20240919,2990
CAISO,1,20240920,2563
CAISO,1,20240921,1826
CAISO,1,20240922,1655
CAISO,1,20240923,1769
CAISO,1,20240924,1886
CAISO,1,20241001,2068
CAISO,1,20241002,1876
CAISO,1,20241003,1759
CAISO,1,20241004,1966
CAISO,1,20241005,2489
CAISO,1,20241006,2838
CAISO,1,20241007,2672
CAISO,1,20241008,3251
CAISO,1,20241009,3509
CAISO,1,20241010,2617
CAISO,1,20241011,1600
CAISO,1,20241012,1479
CAISO,1,20241013,1842
CAISO,1,20241014,2459
CAISO,1,20241015,3594
CAISO,1,20241016,4043
CAISO,1,20241017,3173
CAISO,1,20241018,2894
CAISO,1,20241019,2990
CAISO,1,20241020,2563
CAISO,1,20241021,1826
CAISO,1,20241022,1655
CAISO,1,20241023,1769
CAISO,1,20241024,1886
CAISO,1,20241101,1795
CAISO,1,20241102,1941
CAISO,1,20241103,2147
CAISO,1,20241104,2220
CAISO,1,20241105,2872
CAISO,1,20241106,3254
CAISO,1,20241107,3384
CAISO,1,20241108,2822
CAISO,1,20241109,1829
CAISO,1,20241110,1327
CAISO,1,20241111,1431
CAISO,1,20241112,1411
CAISO,1,20241113,1750
CAISO,1,20241114,2223
CAISO,1,20241115,2634
CAISO,1,20241116,1668
CAISO,1,20241117,1497
CAISO,1,20241118,2457
CAISO,1,20241119,2922
CAISO,1,20241120,2534
CAISO,1,20241121,1805
CAISO,1,20241122,1582
CAISO,1,20241123,1726
CAISO,1,20241124,1763
CAISO,1,20241201,1795
CAISO,1,20241202,1941
CAISO,1,20241203,2147
CAISO,1,20241204,2220
CAISO,1,20241205,2872
CAISO,1,20241206,3254
CAISO,1,20241207,3384
CAISO,1,20241208,2822
CAISO,1,20241209,1829
CAISO,1,20241210,1327
CAISO,1,20241211,1431
CAISO,1,20241212,1411
CAISO,1,20241213,1750
CAISO,1,20241214,2223
CAISO,1,20241215,2634
CAISO,1,20241216,1668
CAISO,1,20241217,1497
CAISO,1,20241218,2457
CAISO,1,20241219,2922
CAISO,1,20241220,2534
CAISO,1,20241221,1805
CAISO,1,20241222,1582
CAISO,1,20241223,1726
CAISO,1,20241224,1763
CAISO,1,20241301,1795
CAISO,1,20241302,1941
CAISO,1,20241303,2147
CAISO,1,20241304,2220
CAISO,1,20241305,2872
CAISO,1,20241306,3254
CAISO,1,20241307,3384
CAISO,1,20241308,2822
CAISO,1,20241309,1829
CAISO,1,20241310,1327
CAISO,1,20241311,1431
CAISO,1,20241312,1411
CAISO,1,20241313,1750
CAISO,1,20241314,2223
CAISO,1,20241315,2634
CAISO,1,20241316,1668
CAISO,1,20241317,1497
CAISO,1,20241318,2457
CAISO,1,20241319,2922
CAISO,1,20241320,2534
CAISO,1,20241321,1805
CAISO,1,20241322,1582
CAISO,1,20241323,1726
CAISO,1,20241324,1763
CAISO,1,20241401,1795
CAISO,1,20241402,1941
CAISO,1,20241403,2147
CAISO,1,20241404,2220
CAISO,1,20241405,2872
CAISO,1,20241406,3254
CAISO,1,20241407,3384
CAISO,1,20241408,2822
CAISO,1,20241409,1829
CAISO,1,20241410,1327
CAISO,1,20241411,1431
CAISO,1,20241412,1411
CAISO,1,20241413,1750
CAISO,1,20241414,2223
CAISO,1,20241415,2634
CAISO,1,20241416,1668
CAISO,1,20241417,1497
CAISO,1,20241418,2457
CAISO,1,20241419,2922
CAISO,1,20241420,2534
CAISO,1,20241421,1805
CAISO,1,20241422,1582
CAISO,1,20241423,1726
CAISO,1,20241424,1763
CAISO,1,20241501,1755
CAISO,1,20241502,1861
CAISO,1,20241503,1661
CAISO,1,20241504,1635
CAISO,1,20241505,1991
CAISO,1,20241506,2700
CAISO,1,20241507,2814
CAISO,1,20241508,2780
CAISO,1,20241509,3040
CAISO,1,20241510,2579
CAISO,1,20241511,1366
CAISO,1,20241512,844
CAISO,1,20241513,1467
CAISO,1,20241514,2288
CAISO,1,20241515,3194
CAISO,1,20241516,3507
CAISO,1,20241517,2695
CAISO,1,20241518,2934
CAISO,1,20241519,2281
CAISO,1,20241520,1593
CAISO,1,20241521,1398
CAISO,1,20241522,1487
CAISO,1,20241523,1443
CAISO,1,20241524,1539
CAISO,1,20241601,1755
CAISO,1,20241602,1861
CAISO,1,20241603,1661
CAISO,1,20241604,1635
CAISO,1,20241605,1991
CAISO,1,20241606,2700
CAISO,1,20241607,2814
CAISO,1,20241608,2780
CAISO,1,20241609,3040
CAISO,1,20241610,2579
CAISO,1,20241611,1366
CAISO,1,20241612,844
CAISO,1,20241613,1467
CAISO,1,20241614,2288
CAISO,1,20241615,3194
CAISO,1,20241616,3507
CAISO,1,20241617,2695
CAISO,1,20241618,2934
CAISO,1,20241619,2281
CAISO,1,20241620,1593
CAISO,1,20241621,1398
CAISO,1,20241622,1487
CAISO,1,20241623,1443
CAISO,1,20241624,1539
CAISO,1,20241701,1755
CAISO,1,20241702,1861
CAISO,1,20241703,1661
CAISO,1,20241704,1635
CAISO,1,20241705,1991
CAISO,1,20241706,2700
CAISO,1,20241707,2814
CAISO,1,20241708,2780
CAISO,1,20241709,3040
CAISO,1,20241710,2579
CAISO,1,20241711,1366
CAISO,1,20241712,844
CAISO,1,20241713,1467
CAISO,1,20241714,2288
CAISO,1,20241715,3194
CAISO,1,20241716,3507
CAISO,1,20241717,2695
CAISO,1,20241718,2934
CAISO,1,20241719,2281
CAISO,1,20241720,1593
CAISO,1,20241721,1398
CAISO,1,20241722,1487
CAISO,1,20241723,1443
CAISO,1,20241724,1539
CAISO,1,20241801,1547
CAISO,1,20241802,1561
CAISO,1,20241803,1592
CAISO,1,20241804,1794
CAISO,1,20241805,1824
CAISO,1,20241806,1920
CAISO,1,20241807,2602
CAISO,1,20241808,2906
CAISO,1,20241809,3248
CAISO,1,20241810,3378
CAISO,1,20241811,2193
CAISO,1,20241812,1783
CAISO,1,20241813,1985
CAISO,1,20241814,2942
CAISO,1,20241815,3300
CAISO,1,20241816,3097
CAISO,1,20241817,2616
CAISO,1,20241818,2996
CAISO,1,20241819,2404
CAISO,1,20241820,1917
CAISO,1,20241821,1609
CAISO,1,20241822,1364
CAISO,1,20241823,1446
CAISO,1,20241824,1466
CAISO,1,20241901,2068
CAISO,1,20241902,1876
CAISO,1,20241903,1759
CAISO,1,20241904,1966
CAISO,1,20241905,2489
CAISO,1,20241906,2838
CAISO,1,20241907,2672
CAISO,1,20241908,3251
CAISO,1,20241909,3509
CAISO,1,20241910,2617
CAISO,1,20241911,1600
CAISO,1,20241912,1479
CAISO,1,20241913,1842
CAISO,1,20241914,2459
